_time,Power_Meters/HVAC/RoofTopUnit1_v2/PowerFactor/Value
2024-04-20 19:48:00+00:00,0.6830633133649826
2024-04-20 19:49:00+00:00,0.5896400705183613
2024-04-20 19:49:07.706281+00:00,0.4972771192540725
