timestamp,config_tserve_0_arima.json.log,config_tserve_10_arima.json.log,config_tserve_1_arima.json.log,config_tserve_2_arima.json.log,config_tserve_3_arima.json.log,config_tserve_4_arima.json.log,config_tserve_5_arima.json.log,config_tserve_6_arima.json.log,config_tserve_7_arima.json.log,config_tserve_8_arima.json.log,config_tserve_9_arima.json.log
1713756468.0,0.2774381637573242,0.6083333492279053,0.15305280685424805,0.06471085548400879,0.11975669860839844,0.3841540813446045,0.35883283615112305,0.5503478050231934,0.45974230766296387,0.24264860153198242,0.3209660053253174
1713756469.0,0.5668470859527588,0.5709197521209717,0.5805776119232178,0.5725700855255127,0.5857594013214111,0.6111195087432861,0.6085629463195801,0.6067290306091309,0.6347651481628418,0.5635972023010254,0.6231350898742676
1713756470.0,0.11949563026428223,0.06092333793640137,0.07654237747192383,0.07720351219177246,0.0793614387512207,0.14923691749572754,0.13776397705078125,0.08417701721191406,0.14977002143859863,0.10339570045471191,0.13014984130859375
1713756471.0,0.15827345848083496,0.06092333793640137,0.07864665985107422,0.10314416885375977,0.14280986785888672,0.07686781883239746,0.07549452781677246,0.07602119445800781,0.06766581535339355,0.1570444107055664,0.07644224166870117
1713756472.0,0.10878396034240723,0.061278581619262695,0.10978937149047852,0.11239767074584961,0.10486412048339844,0.07686781883239746,0.09515142440795898,0.07602119445800781,0.06766581535339355,0.10782194137573242,0.09431028366088867
1713756474.0,0.09494781494140625,0.11730313301086426,0.08047747611999512,0.08417606353759766,0.07898807525634766,0.08132815361022949,0.08025240898132324,0.09795165061950684,0.08416509628295898,0.09574437141418457,0.08654379844665527
1713756475.0,0.10675048828125,0.10384440422058105,0.08950662612915039,0.07436704635620117,0.09739136695861816,0.1308424472808838,0.13735651969909668,0.14422273635864258,0.17564940452575684,0.10317850112915039,0.12964630126953125
1713756476.0,0.04766225814819336,0.0901801586151123,0.07305216789245605,0.058984994888305664,0.07933497428894043,0.1085667610168457,0.04927182197570801,0.09302210807800293,0.09546780586242676,0.08832788467407227,0.09869503974914551
1713756477.0,0.10147833824157715,0.0901801586151123,0.13482975959777832,0.08953142166137695,0.13985919952392578,0.09391283988952637,0.08523821830749512,0.09302210807800293,0.08735108375549316,0.09066987037658691,0.083251953125
1713756478.0,0.07875680923461914,0.17444634437561035,0.06330609321594238,0.05873584747314453,0.056366682052612305,0.09391283988952637,0.09323644638061523,0.1294856071472168,0.08735108375549316,0.07607340812683105,0.083251953125
1713756480.0,0.053106069564819336,0.05437040328979492,0.06725692749023438,0.08220601081848145,0.07255434989929199,0.08865809440612793,0.06371378898620605,0.059160470962524414,0.06550121307373047,0.05947256088256836,0.08763933181762695
1713756481.0,0.05567765235900879,0.05437040328979492,0.09582757949829102,0.08220601081848145,0.10245680809020996,0.0572664737701416,0.06087756156921387,0.059160470962524414,0.05873250961303711,0.07102346420288086,0.054749488830566406
1713756482.0,0.06455731391906738,0.05147504806518555,0.15227198600769043,0.10285329818725586,0.15040087699890137,0.06939458847045898,0.07886528968811035,0.058088064193725586,0.07160663604736328,0.055365562438964844,0.052097320556640625
1713756483.0,0.07269096374511719,0.09477972984313965,0.057218074798583984,0.061148643493652344,0.059929847717285156,0.1007237434387207,0.06291341781616211,0.07532000541687012,0.05223679542541504,0.06808280944824219,0.10390090942382812
1713756484.0,0.047649383544921875,0.055246591567993164,0.08185791969299316,0.0707709789276123,0.08581185340881348,0.06276226043701172,0.04992389678955078,0.0548098087310791,0.05223679542541504,0.055304527282714844,0.06271696090698242
