timestamp,config_tserve_0_arima.json.log,config_tserve_10_arima.json.log,config_tserve_11_arima.json.log,config_tserve_12_arima.json.log,config_tserve_13_arima.json.log,config_tserve_14_arima.json.log,config_tserve_15_arima.json.log,config_tserve_16_arima.json.log,config_tserve_17_arima.json.log,config_tserve_18_arima.json.log,config_tserve_19_arima.json.log,config_tserve_1_arima.json.log,config_tserve_20_arima.json.log,config_tserve_2_arima.json.log,config_tserve_3_arima.json.log,config_tserve_4_arima.json.log,config_tserve_5_arima.json.log,config_tserve_6_arima.json.log,config_tserve_7_arima.json.log,config_tserve_8_arima.json.log,config_tserve_9_arima.json.log
1713724753.0,0.2716999053955078,,,0.4583253860473633,0.7953488826751709,0.7557146549224854,0.5220940113067627,,0.9620521068572998,0.24509859085083008,0.34108805656433105,0.3724637031555176,1.0791091918945312,1.012139081954956,0.5786354541778564,1.1202175617218018,1.1586942672729492,0.6390931606292725,0.15996026992797852,0.8623096942901611,0.6869535446166992
1713724755.0,1.3304481506347656,1.429992914199829,1.3645811080932617,1.3133668899536133,1.3456332683563232,1.308565616607666,1.3235068321228027,1.2329621315002441,0.9620521068572998,1.3226234912872314,1.3338112831115723,1.3460440635681152,1.0791091918945312,1.012139081954956,1.346649408340454,1.1202175617218018,1.1586942672729492,1.3541929721832275,1.3344171047210693,0.8623096942901611,1.3552398681640625
1713724756.0,0.24697184562683105,1.275634765625,1.2514638900756836,0.1994614601135254,1.3456332683563232,1.308565616607666,0.2173776626586914,1.3569493293762207,1.2655797004699707,0.2563462257385254,0.16126298904418945,0.1569221019744873,1.3101720809936523,1.308835506439209,1.346649408340454,1.3096942901611328,1.3043768405914307,1.3541929721832275,0.2472832202911377,1.3189349174499512,1.3552398681640625
1713724758.0,0.3080477714538574,0.27579283714294434,0.24149012565612793,0.34722280502319336,0.31919288635253906,0.33367347717285156,0.36953163146972656,0.2857363224029541,0.30162572860717773,0.3041682243347168,0.3160409927368164,0.3250563144683838,0.28786540031433105,0.3061501979827881,0.3581061363220215,0.30907416343688965,0.29096221923828125,0.35422515869140625,0.2848539352416992,0.33842992782592773,0.33978700637817383
1713724759.0,0.28808069229125977,0.24828553199768066,0.31432080268859863,0.27308082580566406,0.31919288635253906,0.33367347717285156,0.20389842987060547,0.2714192867279053,0.30162572860717773,0.2860391139984131,0.28425121307373047,0.2775871753692627,0.2904839515686035,0.3061501979827881,0.09884810447692871,0.3066897392272949,0.3074488639831543,0.35422515869140625,0.2731814384460449,0.33842992782592773,0.06514954566955566
1713724760.0,0.11887812614440918,0.17830514907836914,0.1487276554107666,0.09905672073364258,0.23900437355041504,0.18654727935791016,0.08251142501831055,0.19903063774108887,0.2502150535583496,0.11316323280334473,0.09103846549987793,0.09691905975341797,0.21619820594787598,0.26716017723083496,0.09884810447692871,0.2245330810546875,0.22521400451660156,0.14906716346740723,0.15641140937805176,0.28180551528930664,0.06514954566955566
1713724762.0,0.1920175552368164,0.15216851234436035,0.09208512306213379,0.20479226112365723,0.188140869140625,0.15942049026489258,0.2077164649963379,0.10834074020385742,0.17060017585754395,0.1999514102935791,0.21853065490722656,0.22883939743041992,0.14492511749267578,0.15872573852539062,0.1798999309539795,0.13564848899841309,0.1568906307220459,0.16504287719726562,0.20157957077026367,0.18575787544250488,0.1784992218017578
1713724763.0,0.12566900253295898,0.09718585014343262,0.08540630340576172,0.14211320877075195,0.060143232345581055,0.09873652458190918,0.12066340446472168,0.11403656005859375,0.17060017585754395,0.12573766708374023,0.13233542442321777,0.12259268760681152,0.14492511749267578,0.15872573852539062,0.11995649337768555,0.13564848899841309,0.1568906307220459,0.09078431129455566,0.09522652626037598,0.10089993476867676,0.07306313514709473
1713724764.0,0.06841206550598145,0.10361075401306152,0.1608448028564453,0.10231566429138184,0.0825803279876709,0.11080098152160645,0.10129761695861816,0.15781784057617188,0.11088752746582031,0.07594442367553711,0.09219789505004883,0.08773350715637207,0.0911102294921875,0.08041167259216309,0.12573957443237305,0.11368703842163086,0.11677718162536621,0.08048486709594727,0.10540628433227539,0.10089993476867676,0.0703732967376709
1713724765.0,0.19682812690734863,0.2012159824371338,0.20552635192871094,0.17584943771362305,0.0825803279876709,0.11080098152160645,0.10129761695861816,0.21947383880615234,0.2043764591217041,0.19775104522705078,0.2089378833770752,0.19342803955078125,0.23808693885803223,0.23487162590026855,0.12573957443237305,0.23770403861999512,0.23925352096557617,0.08048486709594727,0.17442631721496582,0.1289682388305664,0.0703732967376709
1713724767.0,0.1536555290222168,0.15607428550720215,0.1292574405670166,0.13659310340881348,0.1262955665588379,0.14144515991210938,0.14366722106933594,0.17939424514770508,0.09541988372802734,0.17824077606201172,0.1531674861907959,0.15831208229064941,0.0829007625579834,0.06927347183227539,0.1419665813446045,0.0990760326385498,0.16804218292236328,0.14386296272277832,0.16883015632629395,0.08710122108459473,0.14462518692016602
1713724768.0,0.20008111000061035,0.10163640975952148,0.09650826454162598,0.2337646484375,0.3348515033721924,0.3091585636138916,0.23643970489501953,0.09118366241455078,0.09541988372802734,0.19887042045593262,0.22639894485473633,0.22912096977233887,0.0829007625579834,0.06927347183227539,0.23244976997375488,0.0990760326385498,0.06552577018737793,0.26671671867370605,0.1757371425628662,0.08710122108459473,0.2616004943847656
1713724769.0,0.2532181739807129,0.30217552185058594,0.30344128608703613,0.26029133796691895,0.3348515033721924,0.3091585636138916,0.27869367599487305,0.27546048164367676,0.21132993698120117,0.24738335609436035,0.25444531440734863,0.2517058849334717,0.25434017181396484,0.2336435317993164,0.23244976997375488,0.25245189666748047,0.2565734386444092,0.26671671867370605,0.24336910247802734,0.30055689811706543,0.2616004943847656
1713724770.0,0.09942936897277832,0.11358070373535156,0.10377001762390137,0.26029133796691895,0.13050031661987305,0.08627724647521973,0.27869367599487305,0.13225507736206055,0.16266894340515137,0.0964045524597168,0.07373738288879395,0.2517058849334717,0.15091300010681152,0.12351393699645996,0.1513986587524414,0.15407943725585938,0.15394353866577148,0.08509683609008789,0.09367990493774414,0.1015622615814209,0.1010439395904541
1713724772.0,0.11980462074279785,0.08503246307373047,0.08249855041503906,0.07224726676940918,0.08959746360778809,0.0829920768737793,0.08372616767883301,0.0714712142944336,0.06496834754943848,0.11470794677734375,0.12026047706604004,0.11568570137023926,0.09629654884338379,0.07614445686340332,0.07280254364013672,0.09537553787231445,0.09801912307739258,0.10429716110229492,0.13875746726989746,0.05463123321533203,0.08257889747619629
