timestamp,config_tserve_0_arima.json.log,config_tserve_10_arima.json.log,config_tserve_11_arima.json.log,config_tserve_12_arima.json.log,config_tserve_13_arima.json.log,config_tserve_14_arima.json.log,config_tserve_15_arima.json.log,config_tserve_16_arima.json.log,config_tserve_17_arima.json.log,config_tserve_18_arima.json.log,config_tserve_19_arima.json.log,config_tserve_1_arima.json.log,config_tserve_20_arima.json.log,config_tserve_21_arima.json.log,config_tserve_22_arima.json.log,config_tserve_23_arima.json.log,config_tserve_24_arima.json.log,config_tserve_25_arima.json.log,config_tserve_26_arima.json.log,config_tserve_27_arima.json.log,config_tserve_28_arima.json.log,config_tserve_29_arima.json.log,config_tserve_2_arima.json.log,config_tserve_30_arima.json.log,config_tserve_31_arima.json.log,config_tserve_32_arima.json.log,config_tserve_33_arima.json.log,config_tserve_34_arima.json.log,config_tserve_35_arima.json.log,config_tserve_36_arima.json.log,config_tserve_37_arima.json.log,config_tserve_38_arima.json.log,config_tserve_39_arima.json.log,config_tserve_3_arima.json.log,config_tserve_40_arima.json.log,config_tserve_41_arima.json.log,config_tserve_42_arima.json.log,config_tserve_43_arima.json.log,config_tserve_44_arima.json.log,config_tserve_45_arima.json.log,config_tserve_46_arima.json.log,config_tserve_47_arima.json.log,config_tserve_48_arima.json.log,config_tserve_49_arima.json.log,config_tserve_4_arima.json.log,config_tserve_50_arima.json.log,config_tserve_5_arima.json.log,config_tserve_6_arima.json.log,config_tserve_7_arima.json.log,config_tserve_8_arima.json.log,config_tserve_9_arima.json.log
1713756711.0,0.9570422172546387,1.2942464351654053,0.7702522277832031,,0.26250624656677246,2.513463020324707,1.6799256801605225,0.5138325691223145,1.1371142864227295,,0.9262263774871826,0.4055051803588867,0.6387491226196289,1.4571616649627686,,0.8078429698944092,,,2.3925256729125977,1.7196547985076904,2.1185688972473145,0.5705404281616211,1.6019039154052734,0.30722999572753906,1.3878016471862793,1.7529289722442627,2.1942451000213623,1.0690066814422607,0.4383225440979004,0.36534643173217773,2.0761992931365967,0.3372018337249756,1.039966344833374,1.8404288291931152,2.4539806842803955,1.1919724941253662,2.1636199951171875,,1.3568463325500488,1.904106855392456,0.8490686416625977,,,1.522214651107788,,2.24302339553833,2.044833183288574,2.340315341949463,2.637099266052246,2.0053744316101074,
1713756714.0,2.984175682067871,3.043020725250244,2.9797308444976807,3.0339231491088867,3.0419037342071533,2.9106409549713135,2.981184720993042,3.0510730743408203,2.9611363410949707,2.9387099742889404,2.9697604179382324,3.037735939025879,3.0490102767944336,3.033393383026123,2.9338176250457764,2.9878451824188232,2.8302054405212402,3.0989601612091064,2.91121244430542,2.979593276977539,2.9068541526794434,3.0275940895080566,3.015486001968384,3.060371160507202,3.0287933349609375,2.971707582473755,2.9157474040985107,2.9741241931915283,3.0444631576538086,3.048443078994751,2.9115567207336426,3.058424949645996,2.9700076580047607,2.97503662109375,2.892550468444824,3.0256104469299316,2.9156041145324707,2.721035957336426,3.009031295776367,2.9612579345703125,2.9514882564544678,3.0757198333740234,2.7582218647003174,3.0334386825561523,2.7954142093658447,2.893418550491333,2.9042036533355713,2.8958845138549805,2.875325918197632,2.901158332824707,2.9346771240234375
1713756717.0,1.9364967346191406,1.8104612827301025,1.8796582221984863,2.8628554344177246,1.8531243801116943,1.776017189025879,1.1957876682281494,1.8583548069000244,1.9538097381591797,2.8719873428344727,1.9346370697021484,1.869476318359375,1.9002983570098877,1.2553648948669434,2.848954916000366,1.9005677700042725,2.8501527309417725,2.8706510066986084,1.7977993488311768,1.2620563507080078,1.5570504665374756,1.9142966270446777,1.6117479801177979,1.870595932006836,1.9102013111114502,1.807830810546875,1.2254767417907715,1.9406919479370117,1.8710992336273193,1.8691818714141846,1.699784517288208,1.8658380508422852,1.9381580352783203,1.4487700462341309,1.7319397926330566,1.8858439922332764,1.7778172492980957,,1.911881685256958,1.6689190864562988,1.9290385246276855,2.885782480239868,2.8583261966705322,1.39583158493042,2.826596260070801,1.8527252674102783,1.7376611232757568,1.7937426567077637,1.7435202598571777,1.3118572235107422,2.845402956008911
1713756720.0,1.7885303497314453,1.7925636768341064,1.745152235031128,1.8064241409301758,1.7725188732147217,1.803065299987793,1.7571771144866943,1.7834258079528809,1.8153815269470215,1.7663681507110596,1.7808964252471924,1.7512867450714111,1.6864769458770752,1.7475922107696533,1.7447528839111328,1.7337892055511475,1.7328076362609863,1.774031162261963,1.7898764610290527,1.7949025630950928,1.781175136566162,1.7406184673309326,1.7112212181091309,1.7636876106262207,1.7174615859985352,1.7692935466766357,1.7658653259277344,1.7891566753387451,1.7663233280181885,1.7674601078033447,1.7930128574371338,1.7699363231658936,1.7879106998443604,1.819892406463623,1.8043971061706543,1.799461841583252,1.79477858543396,1.737633228302002,1.709524154663086,1.7613959312438965,1.7331550121307373,1.7655360698699951,1.7647156715393066,1.8089218139648438,1.779984712600708,1.782531976699829,1.7953662872314453,1.7887563705444336,1.7726099491119385,1.7880685329437256,1.7851283550262451
1713756723.0,1.8583714962005615,1.8109924793243408,1.8561201095581055,1.841522455215454,1.885679006576538,1.4484097957611084,1.7551212310791016,1.895620584487915,1.8210337162017822,1.8235633373260498,1.875518560409546,1.9103095531463623,1.8958942890167236,1.764610767364502,1.7939817905426025,1.8949306011199951,1.5161314010620117,1.8605942726135254,1.4634366035461426,1.7318644523620605,1.7040529251098633,1.893728256225586,1.712806224822998,1.8970959186553955,1.7904458045959473,1.6787514686584473,1.768620491027832,1.8579366207122803,1.9204039573669434,1.910923719406128,1.6489672660827637,1.902358055114746,1.857529878616333,1.7440321445465088,1.4938020706176758,1.8071808815002441,1.7248506546020508,1.5246639251708984,1.789381742477417,1.6881382465362549,1.8737986087799072,1.8437061309814453,1.577833652496338,1.7283225059509277,1.551854133605957,1.5090672969818115,1.6828560829162598,1.6718237400054932,1.5404555797576904,1.773306131362915,1.7163798809051514
1713756725.0,1.6589016914367676,1.622591495513916,1.665780782699585,1.5037250518798828,1.6100554466247559,1.4484097957611084,1.6655986309051514,1.6735289096832275,1.6207530498504639,1.521942377090454,1.6516509056091309,1.6107370853424072,1.7124497890472412,1.6392409801483154,1.4276599884033203,1.6441659927368164,1.5161314010620117,1.559291124343872,1.4634366035461426,1.7079627513885498,1.7010226249694824,1.6879940032958984,1.712806224822998,1.4562640190124512,1.6472294330596924,1.6787514686584473,1.6625454425811768,1.6384925842285156,1.6569640636444092,1.6411828994750977,1.6489672660827637,1.486678123474121,1.6386115550994873,1.671217679977417,1.4938020706176758,1.634464979171753,1.7248506546020508,1.5246639251708984,1.6377272605895996,1.6881382465362549,1.6258513927459717,1.418247938156128,1.577833652496338,1.6891822814941406,1.551854133605957,1.5090672969818115,1.6828560829162598,1.6718237400054932,1.5404555797576904,1.711500883102417,1.4713020324707031
1713756728.0,1.4741950035095215,1.5335745811462402,1.5946495532989502,1.6195504665374756,1.5997097492218018,1.1472423076629639,1.4732234477996826,1.5955827236175537,1.5102758407592773,1.319169044494629,1.4932608604431152,1.6202774047851562,1.601818323135376,1.552962303161621,1.4140651226043701,1.5884675979614258,1.527923583984375,1.6081833839416504,1.0961856842041016,1.4936611652374268,1.4531950950622559,1.6070621013641357,1.4336488246917725,1.6291584968566895,1.552924633026123,1.508483648300171,1.4784791469573975,1.5027098655700684,1.6167285442352295,1.6212897300720215,1.4739468097686768,1.6292026042938232,1.512009859085083,1.4593589305877686,1.1852235794067383,1.5494604110717773,1.5254817008972168,1.369093418121338,1.542616605758667,1.4311161041259766,1.584573745727539,1.557619571685791,1.2753548622131348,1.4412221908569336,1.2557556629180908,1.3193161487579346,1.4440569877624512,1.2986822128295898,1.237889051437378,1.4460959434509277,1.486137866973877
1713756731.0,1.5265719890594482,1.5520679950714111,1.493440866470337,1.5172035694122314,1.497584581375122,1.4627964496612549,1.459130048751831,1.5153844356536865,1.5182182788848877,1.5315442085266113,1.5173046588897705,1.5274152755737305,1.5141634941101074,1.4846758842468262,1.5841774940490723,1.5105304718017578,1.5689818859100342,1.5195121765136719,1.4616320133209229,1.4960997104644775,1.518090009689331,1.5220448970794678,1.470928430557251,1.530153751373291,1.5160877704620361,1.4582569599151611,1.4510924816131592,1.5384137630462646,1.5227627754211426,1.5226774215698242,1.4984595775604248,1.5509569644927979,1.5378389358520508,1.514439582824707,1.4631891250610352,1.5378108024597168,1.4561915397644043,1.549708604812622,1.5009434223175049,1.495091438293457,1.5125415325164795,1.571300983428955,1.552342176437378,1.5432157516479492,1.5413620471954346,1.5400497913360596,1.5000848770141602,1.4746665954589844,1.4682960510253906,1.5354294776916504,1.5589005947113037
1713756733.0,1.6028897762298584,1.5887892246246338,1.538254737854004,1.5151305198669434,1.5469918251037598,1.4627964496612549,1.6379573345184326,1.5618867874145508,1.5971348285675049,1.5082097053527832,1.595599889755249,1.5450584888458252,1.5215740203857422,1.6165828704833984,1.476440668106079,1.5565297603607178,1.5245120525360107,1.5556235313415527,1.4616320133209229,1.601552963256836,1.527332067489624,1.5151429176330566,1.5476269721984863,1.5183424949645996,1.6110365390777588,1.4582569599151611,1.6362347602844238,1.5886585712432861,1.5515074729919434,1.5496652126312256,1.4984595775604248,1.5273678302764893,1.5912365913391113,1.5493664741516113,1.4631891250610352,1.5993373394012451,1.4561915397644043,1.4592630863189697,1.598388910293579,1.495091438293457,1.562265396118164,1.5247008800506592,1.4840502738952637,1.5497074127197266,1.4784092903137207,1.4642231464385986,1.5000848770141602,1.4746665954589844,1.4682960510253906,1.5735101699829102,1.5081202983856201
1713756736.0,1.5233488082885742,1.5297350883483887,1.5310180187225342,1.1653485298156738,1.267976999282837,1.572312593460083,1.514516830444336,1.527925729751587,1.5613205432891846,1.6175503730773926,1.5250194072723389,1.329941987991333,1.4367361068725586,1.5312602519989014,1.5481443405151367,1.5803289413452148,1.1211233139038086,1.3800632953643799,1.5862483978271484,1.4822642803192139,1.5712683200836182,1.4985253810882568,1.5736134052276611,1.197211742401123,1.4988067150115967,1.5139529705047607,1.5210354328155518,1.5133614540100098,1.5610623359680176,1.2972371578216553,1.5401384830474854,1.1208281517028809,1.5152957439422607,1.5382561683654785,1.585073471069336,1.5390636920928955,1.5240437984466553,1.6425771713256836,1.4903833866119385,1.542858600616455,1.5432493686676025,1.4124746322631836,1.599247932434082,1.516164779663086,1.6170995235443115,1.6018328666687012,1.5337872505187988,1.437490463256836,1.6072840690612793,1.526371717453003,1.5405242443084717
