timestamp,config_tserve_0_arima.json.log,config_tserve_10_arima.json.log,config_tserve_11_arima.json.log,config_tserve_12_arima.json.log,config_tserve_13_arima.json.log,config_tserve_14_arima.json.log,config_tserve_15_arima.json.log,config_tserve_1_arima.json.log,config_tserve_2_arima.json.log,config_tserve_3_arima.json.log,config_tserve_4_arima.json.log,config_tserve_5_arima.json.log,config_tserve_6_arima.json.log,config_tserve_7_arima.json.log,config_tserve_8_arima.json.log,config_tserve_9_arima.json.log
1713907860.0,0.5808589458465576,0.8321695327758789,0.7609672546386719,0.5504865646362305,0.2703216075897217,0.4521913528442383,0.8548617362976074,0.30104660987854004,0.10749554634094238,0.6109588146209717,0.49121713638305664,0.34791994094848633,0.3979613780975342,0.08129215240478516,0.19172096252441406,0.655930757522583
1713907861.0,0.8133537769317627,0.7817378044128418,0.7853438854217529,0.8084836006164551,0.7741832733154297,0.8004324436187744,0.796180248260498,0.7778799533843994,0.762336015701294,0.8149440288543701,0.8180959224700928,0.8058867454528809,0.791942834854126,0.7759594917297363,0.8248672485351562,0.8191289901733398
1713907862.0,0.11971306800842285,0.7817378044128418,0.7853438854217529,0.12493276596069336,0.10720491409301758,0.12570619583129883,0.796180248260498,0.11723613739013672,0.11184120178222656,0.12826824188232422,0.13094353675842285,0.1414625644683838,0.1586899757385254,0.09612464904785156,0.0894310474395752,0.14531183242797852
1713907864.0,0.12089967727661133,0.1138906478881836,0.126326322555542,0.13062524795532227,0.10405278205871582,0.09777116775512695,0.12070679664611816,0.0988926887512207,0.0803229808807373,0.11707091331481934,0.0974278450012207,0.125593900680542,0.09126710891723633,0.08221769332885742,0.09983420372009277,0.11324095726013184
1713907865.0,0.0993349552154541,0.08556270599365234,0.060213565826416016,0.10372376441955566,0.10405278205871582,0.10687494277954102,0.09437060356140137,0.0988926887512207,0.08239984512329102,0.09639978408813477,0.1069028377532959,0.10589838027954102,0.10144448280334473,0.08445239067077637,0.09983420372009277,0.07737469673156738
1713907866.0,0.044918060302734375,0.08451533317565918,0.0892629623413086,0.05475425720214844,0.07020735740661621,0.05457282066345215,0.09084486961364746,0.07707047462463379,0.08239984512329102,0.04295539855957031,0.06094980239868164,0.06732368469238281,0.06013822555541992,0.08445239067077637,0.0841665267944336,0.06429767608642578
1713907867.0,0.04517531394958496,0.07269430160522461,0.06600570678710938,0.08132505416870117,0.07527399063110352,0.06319665908813477,0.08405947685241699,0.0663919448852539,0.07005453109741211,0.04886484146118164,0.061318397521972656,0.08385705947875977,0.07512187957763672,0.06776046752929688,0.06232810020446777,0.08054041862487793
1713907868.0,0.0777897834777832,0.07269430160522461,0.044309377670288086,0.1072380542755127,0.061800479888916016,0.12155556678771973,0.08405947685241699,0.07297587394714355,0.05733156204223633,0.07089543342590332,0.11251592636108398,0.06729292869567871,0.09119606018066406,0.06392240524291992,0.0986936092376709,0.08148956298828125
1713907869.0,0.06935477256774902,0.07504892349243164,0.044309377670288086,0.07889580726623535,0.08307337760925293,0.05359530448913574,0.06668853759765625,0.09797525405883789,0.042212724685668945,0.07089543342590332,0.07484936714172363,0.08043432235717773,0.08207535743713379,0.0536954402923584,0.09408092498779297,0.08148956298828125
1713907871.0,0.1173546314239502,0.08558893203735352,0.09825849533081055,0.11549592018127441,0.09637975692749023,0.12587428092956543,0.06056332588195801,0.06779861450195312,0.11034893989562988,0.11705255508422852,0.09668993949890137,0.0992124080657959,0.10259628295898438,0.10765695571899414,0.06894516944885254,0.07321381568908691
1713907872.0,0.06522965431213379,0.09327507019042969,0.08872222900390625,0.0654151439666748,0.062212467193603516,0.08813023567199707,0.08267021179199219,0.06779861450195312,0.11034893989562988,0.05717825889587402,0.08971118927001953,0.07442688941955566,0.07744121551513672,0.10765695571899414,0.06894516944885254,0.0607755184173584
1713907874.0,0.24097633361816406,0.30286312103271484,0.2524423599243164,0.20801639556884766,0.21380114555358887,0.07273173332214355,0.36958932876586914,0.31778788566589355,0.34490060806274414,0.15275120735168457,0.12393641471862793,0.14775514602661133,0.05537700653076172,0.4102952480316162,0.358151912689209,0.06051516532897949
1713907875.0,0.08776450157165527,0.10239815711975098,0.09869694709777832,0.08977556228637695,0.21380114555358887,0.07273173332214355,0.07456398010253906,0.11164402961730957,0.051133155822753906,0.07265329360961914,0.07568120956420898,0.07573151588439941,0.05537700653076172,0.09832096099853516,0.10631585121154785,0.054212331771850586
1713907876.0,0.08448600769042969,0.1670856475830078,0.14438748359680176,0.07281112670898438,0.14383864402770996,0.08287715911865234,0.07456398010253906,0.11164402961730957,0.051133155822753906,0.06820940971374512,0.06932950019836426,0.08387446403503418,0.06808018684387207,0.09832096099853516,0.10631585121154785,0.0591435432434082
1713907877.0,0.08591604232788086,0.1670856475830078,0.14438748359680176,0.0827791690826416,0.12895870208740234,0.11956286430358887,0.18465900421142578,0.16933012008666992,0.18571686744689941,0.041702985763549805,0.07091975212097168,0.1224977970123291,0.126725435256958,0.12310075759887695,0.16026568412780762,0.05757951736450195
