timestamp,config_tserve_0_arima.json.log,config_tserve_10_arima.json.log,config_tserve_11_arima.json.log,config_tserve_12_arima.json.log,config_tserve_13_arima.json.log,config_tserve_14_arima.json.log,config_tserve_15_arima.json.log,config_tserve_16_arima.json.log,config_tserve_17_arima.json.log,config_tserve_18_arima.json.log,config_tserve_19_arima.json.log,config_tserve_1_arima.json.log,config_tserve_20_arima.json.log,config_tserve_21_arima.json.log,config_tserve_22_arima.json.log,config_tserve_23_arima.json.log,config_tserve_24_arima.json.log,config_tserve_25_arima.json.log,config_tserve_26_arima.json.log,config_tserve_27_arima.json.log,config_tserve_28_arima.json.log,config_tserve_29_arima.json.log,config_tserve_2_arima.json.log,config_tserve_30_arima.json.log,config_tserve_3_arima.json.log,config_tserve_4_arima.json.log,config_tserve_5_arima.json.log,config_tserve_6_arima.json.log,config_tserve_7_arima.json.log,config_tserve_8_arima.json.log,config_tserve_9_arima.json.log
1713724776.0,2.055509090423584,1.6396598815917969,2.0987777709960938,2.0448861122131348,2.2068169116973877,2.2062768936157227,2.0227978229522705,2.22672176361084,2.036205768585205,2.165288209915161,1.4311816692352295,2.2094597816467285,2.10380220413208,2.2008016109466553,1.8520705699920654,1.2701342105865479,2.069469451904297,1.0785393714904785,2.0778160095214844,1.9117372035980225,1.5387394428253174,1.6835639476776123,1.7719721794128418,1.8658509254455566,1.3577065467834473,1.2226567268371582,1.9501876831054688,2.0872061252593994,2.1033213138580322,1.1873459815979004,2.1120994091033936
1713724778.0,1.8773036003112793,1.9039592742919922,0.702998161315918,0.7283182144165039,0.773284912109375,0.8050217628479004,1.8690028190612793,1.8585212230682373,0.7426614761352539,1.8779282569885254,2.018503189086914,0.7816674709320068,1.8772754669189453,0.8267726898193359,1.8513319492340088,2.048858404159546,0.7363324165344238,2.080024242401123,0.7295639514923096,1.8852026462554932,1.952955961227417,1.8120176792144775,1.8578159809112549,1.858386754989624,2.043503522872925,2.0462801456451416,1.8898003101348877,0.6586024761199951,0.670865535736084,2.0366523265838623,0.6859593391418457
1713724779.0,0.679978609085083,0.7099215984344482,0.702998161315918,0.7283182144165039,0.773284912109375,0.8050217628479004,0.6712522506713867,1.8585212230682373,0.7426614761352539,1.8779282569885254,0.7351620197296143,0.7816674709320068,0.7291479110717773,0.8267726898193359,0.7655572891235352,0.7029411792755127,0.7363324165344238,0.7089641094207764,0.7295639514923096,0.7661004066467285,0.7141299247741699,0.7533235549926758,0.7619760036468506,0.7816531658172607,0.6930186748504639,0.7159361839294434,0.7589342594146729,0.6586024761199951,0.670865535736084,0.7210454940795898,0.6859593391418457
1713724782.0,1.0117249488830566,0.9423213005065918,0.9366879463195801,0.9474382400512695,0.9638669490814209,0.9560568332672119,1.003434181213379,0.968451976776123,0.949958324432373,0.971259355545044,0.9060695171356201,0.9609425067901611,1.0155210494995117,0.9590647220611572,0.924046516418457,0.89699387550354,0.942854642868042,0.9212405681610107,0.9282991886138916,0.9629685878753662,0.9195675849914551,0.919682502746582,0.9282534122467041,0.8764646053314209,0.9139113426208496,0.8782389163970947,0.9676628112792969,0.9212331771850586,0.9604055881500244,0.8563802242279053,0.9460060596466064
1713724783.0,0.6614780426025391,0.8100976943969727,0.9366879463195801,0.9474382400512695,0.9638669490814209,0.9560568332672119,0.6486961841583252,0.968451976776123,0.949958324432373,0.6746730804443359,0.8485403060913086,0.9609425067901611,0.6724865436553955,0.9590647220611572,0.72768235206604,0.8515501022338867,0.942854642868042,0.9212405681610107,0.9282991886138916,0.6971108913421631,0.8063700199127197,0.8143799304962158,0.7845277786254883,0.7329795360565186,0.8297362327575684,0.8341922760009766,0.7068026065826416,0.9212331771850586,0.9604055881500244,0.8267314434051514,0.9460060596466064
1713724785.0,0.7341718673706055,0.6773970127105713,0.6556825637817383,0.6679761409759521,0.6881005764007568,0.701392412185669,0.7226889133453369,0.7113034725189209,0.6824700832366943,0.7103619575500488,0.6788763999938965,0.6881687641143799,0.7357654571533203,0.6894848346710205,0.7047469615936279,0.6260144710540771,0.6706628799438477,0.6651875972747803,0.6704015731811523,0.7387533187866211,0.6874210834503174,0.691157341003418,0.7058560848236084,0.7042300701141357,0.6684756278991699,0.5939974784851074,0.725909948348999,0.6864571571350098,0.6464285850524902,0.6145226955413818,0.6718325614929199
1713724787.0,0.6296513080596924,0.46915411949157715,0.6859307289123535,0.5652003288269043,0.6575875282287598,0.6387143135070801,0.6213963031768799,0.6231286525726318,0.5798444747924805,0.6079034805297852,0.5211949348449707,0.6564919948577881,0.6275246143341064,0.6278040409088135,0.579719066619873,0.523137092590332,0.6434574127197266,0.5439918041229248,0.6400425434112549,0.5856263637542725,0.5522441864013672,0.5099103450775146,0.5041728019714355,0.6117162704467773,0.45827484130859375,0.5811476707458496,0.5857932567596436,0.6458039283752441,0.5301909446716309,0.47728848457336426,0.692948579788208
1713724788.0,0.48637962341308594,0.57814621925354,0.5966193675994873,0.5652003288269043,0.6575875282287598,0.6387143135070801,0.48897385597229004,0.6231286525726318,0.5798444747924805,0.6079034805297852,0.5181396007537842,0.6564919948577881,0.6275246143341064,0.6278040409088135,0.5299005508422852,0.5203466415405273,0.6434574127197266,0.5400121212005615,0.6400425434112549,0.5296380519866943,0.5479662418365479,0.5499467849731445,0.5801441669464111,0.5287690162658691,0.5226540565490723,0.5370924472808838,0.5183520317077637,0.5570690631866455,0.5445535182952881,0.5416646003723145,0.5586724281311035
1713724790.0,0.7883005142211914,0.7499659061431885,0.431318998336792,0.08148598670959473,0.24141788482666016,0.1906430721282959,0.7838516235351562,0.4743826389312744,0.38681697845458984,0.7749481201171875,0.6320204734802246,0.1983635425567627,0.7725739479064941,0.2809736728668213,0.8130125999450684,0.5290944576263428,0.17153596878051758,0.2952086925506592,0.12897539138793945,0.7988126277923584,0.7798519134521484,0.807873010635376,0.7869393825531006,0.8150782585144043,0.49213695526123047,0.6708407402038574,0.808272123336792,0.11422228813171387,0.34534430503845215,0.47718358039855957,0.19942116737365723
1713724792.0,0.5140695571899414,0.6832685470581055,0.7232873439788818,0.6086187362670898,0.7127737998962402,0.6961319446563721,0.653784990310669,0.7132754325866699,0.6877546310424805,0.6390843391418457,0.7052137851715088,0.6763806343078613,0.6429946422576904,0.7355179786682129,0.5395236015319824,0.7336375713348389,0.6759202480316162,0.6890103816986084,0.6199984550476074,0.5731344223022461,0.6715247631072998,0.7279572486877441,0.7171976566314697,0.48354220390319824,0.7018036842346191,0.7183597087860107,0.6075661182403564,0.7066044807434082,0.6609706878662109,0.7264173030853271,0.6913385391235352
