timestamp,config_tserve_0_arima.json.log,config_tserve_10_arima.json.log,config_tserve_1_arima.json.log,config_tserve_2_arima.json.log,config_tserve_3_arima.json.log,config_tserve_4_arima.json.log,config_tserve_5_arima.json.log,config_tserve_6_arima.json.log,config_tserve_7_arima.json.log,config_tserve_8_arima.json.log,config_tserve_9_arima.json.log
1713724733.0,0.04712486267089844,0.6218531131744385,0.2714815139770508,0.34223222732543945,0.5889129638671875,0.2493605613708496,0.5206501483917236,0.49126505851745605,0.2164287567138672,0.407301664352417,0.13602972030639648
1713724734.0,0.6007785797119141,0.5640428066253662,0.6126232147216797,0.5931470394134521,0.5848572254180908,0.5996413230895996,0.6050803661346436,0.6044692993164062,0.5980064868927002,0.6165587902069092,0.6024084091186523
1713724735.0,0.046533823013305664,0.5640428066253662,0.130828857421875,0.13094258308410645,0.5848572254180908,0.12688374519348145,0.13561701774597168,0.12585139274597168,0.1182565689086914,0.14665007591247559,0.12098932266235352
1713724736.0,0.045456886291503906,0.15883708000183105,0.07198596000671387,0.08611273765563965,0.1462256908416748,0.06328034400939941,0.13561701774597168,0.12585139274597168,0.05459904670715332,0.14665007591247559,0.09670209884643555
1713724737.0,0.04810190200805664,0.10654616355895996,0.07198596000671387,0.08611273765563965,0.10092639923095703,0.04588484764099121,0.13905620574951172,0.1471269130706787,0.05604434013366699,0.09039139747619629,0.08810973167419434
1713724738.0,0.07597041130065918,0.12370729446411133,0.048512935638427734,0.048369646072387695,0.07465362548828125,0.04588484764099121,0.050582170486450195,0.07703137397766113,0.05604434013366699,0.0916604995727539,0.08810973167419434
1713724740.0,0.07176852226257324,0.07689785957336426,0.1286611557006836,0.10076904296875,0.09931731224060059,0.0982205867767334,0.12702155113220215,0.11423778533935547,0.08654594421386719,0.11881875991821289,0.09645771980285645
1713724741.0,0.06641578674316406,0.07689785957336426,0.0888974666595459,0.12035632133483887,0.09931731224060059,0.11156582832336426,0.12702155113220215,0.11423778533935547,0.10960984230041504,0.13244938850402832,0.12534856796264648
1713724742.0,0.04649233818054199,0.1953136920928955,0.08621931076049805,0.12035632133483887,0.19391608238220215,0.11071562767028809,0.17515945434570312,0.173386812210083,0.11511969566345215,0.13244938850402832,0.09996509552001953
1713724743.0,0.0428919792175293,0.07606148719787598,0.08621931076049805,0.06485509872436523,0.06597685813903809,0.11071562767028809,0.10228919982910156,0.0980074405670166,0.11511969566345215,0.06869769096374512,0.09996509552001953
1713724744.0,0.046651363372802734,0.09616303443908691,0.1387338638305664,0.10965561866760254,0.0693511962890625,0.14366841316223145,0.05091047286987305,0.08804726600646973,0.13387632369995117,0.12100672721862793,0.11068105697631836
1713724746.0,0.04208779335021973,0.12671208381652832,0.11501097679138184,0.1299748420715332,0.1076655387878418,0.11361050605773926,0.09472036361694336,0.08522248268127441,0.10004901885986328,0.09395408630371094,0.09524083137512207
1713724747.0,0.04167318344116211,0.0847313404083252,0.04300379753112793,0.0898447036743164,0.1076655387878418,0.05841994285583496,0.09472036361694336,0.08522248268127441,0.05577707290649414,0.08218812942504883,0.06875205039978027
1713724748.0,0.041348934173583984,0.05434608459472656,0.0810239315032959,0.0898447036743164,0.10882067680358887,0.0984964370727539,0.08810019493103027,0.09092140197753906,0.10075879096984863,0.08218812942504883,0.10065746307373047
1713724749.0,0.04153299331665039,0.08180618286132812,0.0810239315032959,0.0799868106842041,0.0628664493560791,0.0984964370727539,0.04947018623352051,0.073516845703125,0.10075879096984863,0.07469391822814941,0.10065746307373047
1713724750.0,0.041193485260009766,0.0880887508392334,0.06684684753417969,0.05385017395019531,0.054126739501953125,0.07265400886535645,0.049988746643066406,0.06418371200561523,0.07733559608459473,0.07600736618041992,0.057283878326416016
1713724751.0,0.08163166046142578,0.09993505477905273,0.09082579612731934,0.07318258285522461,0.09977364540100098,0.08726382255554199,0.07500886917114258,0.10404491424560547,0.0830836296081543,0.09352612495422363,0.0712740421295166
