timestamp,config_tserve_0_arima.json.log,config_tserve_0_arnn.json.log,config_tserve_10_arima.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arima.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arima.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arima.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arima.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arima.json.log,config_tserve_15_arnn.json.log,config_tserve_1_arima.json.log,config_tserve_1_arnn.json.log,config_tserve_2_arima.json.log,config_tserve_2_arnn.json.log,config_tserve_3_arima.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arima.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arima.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arima.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arima.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arima.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arima.json.log,config_tserve_9_arnn.json.log
1713908405.0,0.7523946762084961,0.3338310718536377,0.7180147171020508,0.30757856369018555,0.37485599517822266,0.3036637306213379,0.45046162605285645,0.302720308303833,0.9220643043518066,0.32431769371032715,0.5406327247619629,0.33396148681640625,0.26128077507019043,0.3040275573730469,0.8943769931793213,0.29860544204711914,0.9540567398071289,0.3272578716278076,0.6489293575286865,0.3036677837371826,0.20005559921264648,0.30280017852783203,0.8481838703155518,0.3307645320892334,0.16435909271240234,0.32599568367004395,0.8640084266662598,0.3016977310180664,0.6148343086242676,0.32901501655578613,0.08622598648071289,0.32567596435546875
1713908406.0,0.8137142658233643,0.06277155876159668,0.8536324501037598,0.07819914817810059,0.8159000873565674,0.0781087875366211,0.8295745849609375,0.06941795349121094,0.8265981674194336,0.06072258949279785,0.781125545501709,0.03817248344421387,0.8552846908569336,0.06208467483520508,0.8365950584411621,0.061249732971191406,0.8244748115539551,0.05555129051208496,0.8452117443084717,0.04382061958312988,0.8269867897033691,0.07265686988830566,0.8481838703155518,0.03737020492553711,0.8730628490447998,0.05217123031616211,0.8266544342041016,0.07069849967956543,0.8293678760528564,0.038352012634277344,0.8637471199035645,0.04268956184387207
1713908407.0,0.15254855155944824,0.05944204330444336,0.15959429740905762,0.07819914817810059,0.07559418678283691,0.0781087875366211,0.10407590866088867,0.06941795349121094,0.8265981674194336,0.03781843185424805,0.11226940155029297,0.07164144515991211,0.12273907661437988,0.06119346618652344,0.8365950584411621,0.06543993949890137,0.8244748115539551,0.03871631622314453,0.13996577262878418,0.03659248352050781,0.11405181884765625,0.07265686988830566,0.04712224006652832,0.03745698928833008,0.11515974998474121,0.060811519622802734,0.8266544342041016,0.07069849967956543,0.10534167289733887,0.03867149353027344,0.10404133796691895,0.03760099411010742
1713908409.0,0.10039734840393066,0.05931496620178223,0.11127853393554688,0.06130528450012207,0.1269218921661377,0.062026023864746094,0.09088945388793945,0.0653371810913086,0.1192619800567627,0.03715324401855469,0.09532666206359863,0.07131409645080566,0.06838107109069824,0.05529069900512695,0.12256574630737305,0.060726165771484375,0.09897708892822266,0.03709268569946289,0.12609028816223145,0.05876779556274414,0.05120253562927246,0.06697750091552734,0.04608631134033203,0.06084179878234863,0.08004951477050781,0.03734326362609863,0.1402740478515625,0.06128811836242676,0.09350728988647461,0.03982949256896973,0.0969839096069336,0.037911415100097656
1713908410.0,0.12158703804016113,0.03916525840759277,0.13928604125976562,0.043356895446777344,0.1269218921661377,0.03828287124633789,0.10231184959411621,0.03763175010681152,0.16854310035705566,0.03757524490356445,0.15796422958374023,0.03885602951049805,0.06838107109069824,0.038877010345458984,0.1680588722229004,0.04038715362548828,0.1545393466949463,0.036885976791381836,0.1049196720123291,0.045613765716552734,0.09246969223022461,0.04584360122680664,0.12961792945861816,0.037180185317993164,0.07903265953063965,0.03744196891784668,0.17157626152038574,0.03990530967712402,0.11069726943969727,0.03982949256896973,0.06795167922973633,0.037203311920166016
1713908411.0,0.11276650428771973,0.038269996643066406,0.1300504207611084,0.03762078285217285,0.054273366928100586,0.03769373893737793,0.10439896583557129,0.04138302803039551,0.0523381233215332,0.04017066955566406,0.08502578735351562,0.03945469856262207,0.0958857536315918,0.037120819091796875,0.04302239418029785,0.03758883476257324,0.050939083099365234,0.03790616989135742,0.11896300315856934,0.03785133361816406,0.09246969223022461,0.03727102279663086,0.05760455131530762,0.03665518760681152,0.07903265953063965,0.037302255630493164,0.07361102104187012,0.03757905960083008,0.10445666313171387,0.038498878479003906,0.0692601203918457,0.03844165802001953
1713908412.0,0.07999587059020996,0.04249930381774902,0.09150862693786621,0.03782367706298828,0.10553240776062012,0.03763580322265625,0.11280250549316406,0.03745770454406738,0.06939172744750977,0.038207292556762695,0.09090733528137207,0.046279191970825195,0.09668922424316406,0.04520225524902344,0.09594035148620605,0.037134408950805664,0.050939083099365234,0.038031816482543945,0.06934905052185059,0.045504093170166016,0.10244464874267578,0.03705573081970215,0.05760455131530762,0.04285860061645508,0.09438085556030273,0.03686833381652832,0.08929109573364258,0.03745388984680176,0.091583251953125,0.04013848304748535,0.0692601203918457,0.04327511787414551
1713908414.0,0.08838272094726562,0.03777122497558594,0.08552193641662598,0.04827237129211426,0.07721209526062012,0.037105560302734375,0.0787665843963623,0.03782820701599121,0.11200237274169922,0.037862539291381836,0.07265734672546387,0.0696256160736084,0.09951925277709961,0.0583186149597168,0.08577227592468262,0.05291461944580078,0.11171913146972656,0.03750777244567871,0.09953689575195312,0.05784940719604492,0.12617921829223633,0.06058168411254883,0.10647344589233398,0.046914100646972656,0.1160593032836914,0.04432034492492676,0.08939790725708008,0.037703514099121094,0.09390926361083984,0.03887295722961426,0.13164901733398438,0.04665493965148926
1713908415.0,0.07080197334289551,0.03794598579406738,0.06563758850097656,0.04827237129211426,0.06254887580871582,0.03729581832885742,0.0787665843963623,0.03718447685241699,0.06622886657714844,0.037854909896850586,0.07265734672546387,0.03694319725036621,0.06346392631530762,0.0583186149597168,0.06776046752929688,0.05291461944580078,0.06492400169372559,0.0372464656829834,0.11191868782043457,0.036875247955322266,0.0704798698425293,0.06058168411254883,0.06708741188049316,0.04241371154785156,0.06247997283935547,0.037282705307006836,0.07636785507202148,0.037703514099121094,0.10692310333251953,0.03994035720825195,0.10330867767333984,0.03774595260620117
1713908416.0,0.14715957641601562,0.03794598579406738,0.15128159523010254,0.0850362777709961,0.06254887580871582,0.08272242546081543,0.0482029914855957,0.036841630935668945,0.15750384330749512,0.037854909896850586,0.0832066535949707,0.03694319725036621,0.06346392631530762,0.037531137466430664,0.18321466445922852,0.03734302520751953,0.1356668472290039,0.0373225212097168,0.1395130157470703,0.036875247955322266,0.13513803482055664,0.061101436614990234,0.15041708946228027,0.04241371154785156,0.1281876564025879,0.03688406944274902,0.17244648933410645,0.08396363258361816,0.129136323928833,0.038160085678100586,0.04511737823486328,0.037410736083984375
