timestamp,config_tserve_0_arima.json.log,config_tserve_0_arnn.json.log,config_tserve_10_arima.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arima.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arima.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arima.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arima.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arima.json.log,config_tserve_15_arnn.json.log,config_tserve_16_arima.json.log,config_tserve_16_arnn.json.log,config_tserve_17_arima.json.log,config_tserve_17_arnn.json.log,config_tserve_18_arima.json.log,config_tserve_18_arnn.json.log,config_tserve_19_arima.json.log,config_tserve_19_arnn.json.log,config_tserve_1_arima.json.log,config_tserve_1_arnn.json.log,config_tserve_20_arima.json.log,config_tserve_20_arnn.json.log,config_tserve_2_arima.json.log,config_tserve_2_arnn.json.log,config_tserve_3_arima.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arima.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arima.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arima.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arima.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arima.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arima.json.log,config_tserve_9_arnn.json.log
1713908435.0,0.5364811420440674,0.4319741725921631,0.3251044750213623,0.2725715637207031,0.5064818859100342,0.2468397617340088,1.0799319744110107,0.29747676849365234,1.0150012969970703,0.42652320861816406,0.7683343887329102,0.22124934196472168,1.2209463119506836,0.1519176959991455,0.6542894840240479,0.1256117820739746,0.9181509017944336,0.39571404457092285,0.462954044342041,0.17352604866027832,1.290024995803833,0.42493677139282227,0.3550121784210205,0.37185096740722656,0.1316518783569336,0.438385009765625,0.5738637447357178,0.32392072677612305,0.05127239227294922,0.4201805591583252,0.16822504997253418,0.3484985828399658,0.2823042869567871,0.4278101921081543,0.8146681785583496,0.4216184616088867,0.09220242500305176,0.4168212413787842,1.146226167678833,0.19558238983154297,0.24340152740478516,0.4043300151824951
1713908437.0,1.3143713474273682,0.0410003662109375,1.2902123928070068,0.09267735481262207,1.306793212890625,0.038489580154418945,1.1164445877075195,0.06980371475219727,1.1148571968078613,0.04857063293457031,1.1896295547485352,0.06342816352844238,1.1629059314727783,0.06450867652893066,1.2252910137176514,0.04861950874328613,1.176828145980835,0.09687089920043945,1.2714965343475342,0.0682673454284668,1.1967732906341553,0.0376889705657959,1.3044922351837158,0.09840965270996094,1.3101723194122314,0.06975746154785156,1.2874560356140137,0.0934293270111084,0.1953423023223877,0.07081937789916992,1.324535608291626,0.08812785148620605,1.2517712116241455,0.041596174240112305,1.2146601676940918,0.04463553428649902,1.287003755569458,0.03944206237792969,1.1221880912780762,0.04176807403564453,1.2893264293670654,0.03857564926147461
1713908438.0,0.10214471817016602,0.05205488204956055,0.05967211723327637,0.04715132713317871,0.10799646377563477,0.03979659080505371,0.12909936904907227,0.06348323822021484,0.14008688926696777,0.038199663162231445,0.11551833152770996,0.03740358352661133,1.1629059314727783,0.05876445770263672,0.12128067016601562,0.060407400131225586,0.11591076850891113,0.07111024856567383,0.09850907325744629,0.05858564376831055,1.1967732906341553,0.03775620460510254,0.04827475547790527,0.06984615325927734,0.1280970573425293,0.07538080215454102,0.0972745418548584,0.07018470764160156,0.1953423023223877,0.07126808166503906,0.12182331085205078,0.07172322273254395,0.10011720657348633,0.07805371284484863,0.10935497283935547,0.054224252700805664,0.17665338516235352,0.06374979019165039,0.10765695571899414,0.08084297180175781,0.10450220108032227,0.03816628456115723
1713908439.0,0.07776975631713867,0.04983401298522949,0.0935213565826416,0.04616832733154297,0.07726597785949707,0.04494881629943848,0.12909936904907227,0.04937911033630371,0.14008688926696777,0.05000424385070801,0.12859535217285156,0.04753518104553223,0.10079669952392578,0.04346013069152832,0.11685538291931152,0.04031825065612793,0.11591076850891113,0.05068230628967285,0.1069633960723877,0.04584550857543945,0.07271456718444824,0.03888535499572754,0.06934428215026855,0.051486968994140625,0.09946227073669434,0.055254459381103516,0.08573341369628906,0.049834251403808594,0.04226088523864746,0.05369210243225098,0.06717443466186523,0.0504002571105957,0.07360291481018066,0.04073762893676758,0.12372708320617676,0.048375606536865234,0.06841659545898438,0.04736137390136719,0.10765695571899414,0.046215057373046875,0.09267759323120117,0.04028034210205078
1713908441.0,0.07531261444091797,0.06426501274108887,0.0750727653503418,0.038423776626586914,0.12981081008911133,0.03795957565307617,0.13039827346801758,0.1619889736175537,0.2381293773651123,0.06803488731384277,0.20908355712890625,0.0871284008026123,0.2814667224884033,0.08784317970275879,0.07534003257751465,0.038541555404663086,0.17438793182373047,0.03780078887939453,0.10854697227478027,0.11270952224731445,0.14365315437316895,0.06342220306396484,0.044137001037597656,0.13719940185546875,0.11271548271179199,0.08124446868896484,0.04434394836425781,0.1123342514038086,0.17060279846191406,0.05596804618835449,0.0690617561340332,0.06236100196838379,0.09995174407958984,0.06203031539916992,0.12908101081848145,0.03922009468078613,0.21755433082580566,0.06416130065917969,0.07251691818237305,0.06277012825012207,0.08847165107727051,0.03953719139099121
1713908442.0,0.07839035987854004,0.08957171440124512,0.12156152725219727,0.03853726387023926,0.12109375,0.14322996139526367,0.13039827346801758,0.09169793128967285,0.2381293773651123,0.04066324234008789,0.20908355712890625,0.11657595634460449,0.2814667224884033,0.12170863151550293,0.12209129333496094,0.06557464599609375,0.17438793182373047,0.07998394966125488,0.20509672164916992,0.07241487503051758,0.14365315437316895,0.13372063636779785,0.04514741897583008,0.13895130157470703,0.10101532936096191,0.10390806198120117,0.045499563217163086,0.03960919380187988,0.17060279846191406,0.05860781669616699,0.2357940673828125,0.06556415557861328,0.15803813934326172,0.15773224830627441,0.05776572227478027,0.03922009468078613,0.21755433082580566,0.11006999015808105,0.07251691818237305,0.09585857391357422,0.2014763355255127,0.03953719139099121
1713908444.0,0.325817346572876,0.03838801383972168,0.09012031555175781,0.03879284858703613,0.39873814582824707,0.03752326965332031,0.19583606719970703,0.041402578353881836,0.1774759292602539,0.038198232650756836,0.18482565879821777,0.046094655990600586,0.07335162162780762,0.04008340835571289,0.36925196647644043,0.03823995590209961,0.1143350601196289,0.07209253311157227,0.38858962059020996,0.03964090347290039,0.11569976806640625,0.06388211250305176,0.08037090301513672,0.07373356819152832,0.09779882431030273,0.07613229751586914,0.2946655750274658,0.03972625732421875,0.10680079460144043,0.06990575790405273,0.06272053718566895,0.039762258529663086,0.10032343864440918,0.04889345169067383,0.2465357780456543,0.038388967514038086,0.09031438827514648,0.05979013442993164,0.21267366409301758,0.04071497917175293,0.07207202911376953,0.038722991943359375
1713908445.0,0.04526805877685547,0.03785085678100586,0.09012031555175781,0.0475611686706543,0.08427238464355469,0.07068228721618652,0.09017586708068848,0.041402578353881836,0.08113908767700195,0.03874325752258301,0.11526799201965332,0.046094655990600586,0.10567760467529297,0.06650710105895996,0.08868646621704102,0.03878378868103027,0.1322317123413086,0.04343843460083008,0.10935711860656738,0.06399154663085938,0.07565522193908691,0.038788557052612305,0.08037090301513672,0.04588603973388672,0.09779882431030273,0.04224967956542969,0.040929317474365234,0.03972625732421875,0.11894822120666504,0.0404210090637207,0.06272053718566895,0.039762258529663086,0.10032343864440918,0.06093096733093262,0.08290243148803711,0.03920340538024902,0.13687825202941895,0.03864336013793945,0.11013555526733398,0.07069659233093262,0.07207202911376953,0.04648995399475098
1713908446.0,0.08435463905334473,0.03843522071838379,0.17264676094055176,0.0475611686706543,0.11849427223205566,0.07068228721618652,0.1367051601409912,0.03918290138244629,0.18064236640930176,0.03886699676513672,0.13211488723754883,0.06032276153564453,0.10567760467529297,0.06650710105895996,0.1666102409362793,0.03803896903991699,0.1322317123413086,0.03765606880187988,0.12911105155944824,0.038152217864990234,0.07565522193908691,0.038323402404785156,0.14255571365356445,0.10822892189025879,0.13243579864501953,0.11260294914245605,0.09832334518432617,0.03850126266479492,0.11894822120666504,0.0832066535949707,0.13814687728881836,0.038886308670043945,0.1420280933380127,0.038629770278930664,0.16534185409545898,0.038822174072265625,0.13687825202941895,0.040926218032836914,0.1569535732269287,0.0372006893157959,0.17662906646728516,0.038100242614746094
1713908447.0,0.26389384269714355,0.04062628746032715,0.2791731357574463,0.0373992919921875,0.07080984115600586,0.0376734733581543,0.1367051601409912,0.038439035415649414,0.18064236640930176,0.039176225662231445,0.13211488723754883,0.038576364517211914,0.18430852890014648,0.03762102127075195,0.09160017967224121,0.03874659538269043,0.19901704788208008,0.03722119331359863,0.2504589557647705,0.038152217864990234,0.2257227897644043,0.038323402404785156,0.2998664379119873,0.04310870170593262,0.29086899757385254,0.038846731185913086,0.18790888786315918,0.03744173049926758,0.20319724082946777,0.037947893142700195,0.27353572845458984,0.03802943229675293,0.28252363204956055,0.038629770278930664,0.07130670547485352,0.038123130798339844,0.23031377792358398,0.03917074203491211,0.1569535732269287,0.0372006893157959,0.2880241870880127,0.03992819786071777
