timestamp,config_tserve_0_arima.json.log,config_tserve_0_arnn.json.log,config_tserve_10_arima.json.log,config_tserve_10_arnn.json.log,config_tserve_1_arima.json.log,config_tserve_1_arnn.json.log,config_tserve_2_arima.json.log,config_tserve_2_arnn.json.log,config_tserve_3_arima.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arima.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arima.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arima.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arima.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arima.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arima.json.log,config_tserve_9_arnn.json.log
1713908374.0,0.05023908615112305,0.12368083000183105,0.3055555820465088,0.2089097499847412,0.2393021583557129,0.2331221103668213,0.2138354778289795,0.14455914497375488,0.3763771057128906,0.1843717098236084,0.08721685409545898,0.17026209831237793,0.4604063034057617,0.19910430908203125,0.37577295303344727,0.12457609176635742,0.4220614433288574,0.21489787101745605,0.13239789009094238,0.16614866256713867,0.17826366424560547,0.14130759239196777
1713908375.0,0.334212064743042,0.12368083000183105,0.3965580463409424,0.15400910377502441,0.3936116695404053,0.1804969310760498,0.3734011650085449,0.16398859024047852,0.3921661376953125,0.14967751502990723,0.36582064628601074,0.1715526580810547,0.3696413040161133,0.15846657752990723,0.3785409927368164,0.12457609176635742,0.38239026069641113,0.15756654739379883,0.37941575050354004,0.16614866256713867,0.3973839282989502,0.14130759239196777
1713908376.0,0.04702281951904297,0.037949562072753906,0.08000469207763672,0.06107902526855469,0.08231258392333984,0.06790518760681152,0.08330011367797852,0.06731057167053223,0.10987019538879395,0.06500601768493652,0.0508730411529541,0.062204599380493164,0.12620806694030762,0.06560873985290527,0.11643671989440918,0.037442922592163086,0.12993073463439941,0.06754732131958008,0.08604931831359863,0.0626378059387207,0.08154487609863281,0.036882638931274414
1713908377.0,0.045699357986450195,0.03843998908996582,0.09806108474731445,0.05912280082702637,0.07018876075744629,0.06203508377075195,0.06441164016723633,0.03704047203063965,0.052165985107421875,0.03646683692932129,0.04836535453796387,0.03762555122375488,0.12620806694030762,0.06452107429504395,0.08224987983703613,0.03721880912780762,0.05548739433288574,0.0677785873413086,0.06279420852661133,0.037441253662109375,0.07095909118652344,0.03674912452697754
1713908378.0,0.04470205307006836,0.0380854606628418,0.09806108474731445,0.041910648345947266,0.043023109436035156,0.0370790958404541,0.04595017433166504,0.03685927391052246,0.052165985107421875,0.037062644958496094,0.0498507022857666,0.04758596420288086,0.06581687927246094,0.06018996238708496,0.08224987983703613,0.037697792053222656,0.05548739433288574,0.037854909896850586,0.05883479118347168,0.03680276870727539,0.058335304260253906,0.037445068359375
1713908379.0,0.04528450965881348,0.03795909881591797,0.11254072189331055,0.04070138931274414,0.043023109436035156,0.03718113899230957,0.04595017433166504,0.037331581115722656,0.10634875297546387,0.03766012191772461,0.04939532279968262,0.037342071533203125,0.1280829906463623,0.03738522529602051,0.10317230224609375,0.037813663482666016,0.12373852729797363,0.037708282470703125,0.09093952178955078,0.040979862213134766,0.08879446983337402,0.04172563552856445
1713908380.0,0.04517841339111328,0.039008140563964844,0.09412693977355957,0.0628347396850586,0.08238959312438965,0.03687572479248047,0.07909607887268066,0.03983569145202637,0.19230365753173828,0.036971092224121094,0.04939532279968262,0.03869819641113281,0.21541428565979004,0.03738522529602051,0.16293978691101074,0.03701663017272949,0.2106163501739502,0.03752279281616211,0.09093952178955078,0.04148507118225098,0.08879446983337402,0.03719067573547363
1713908382.0,0.04580569267272949,0.03923225402832031,0.08167076110839844,0.03865861892700195,0.08281898498535156,0.06400728225708008,0.08900976181030273,0.03711867332458496,0.1048133373260498,0.03809022903442383,0.052486419677734375,0.043280601501464844,0.06407833099365234,0.041104793548583984,0.10250687599182129,0.037894248962402344,0.05757784843444824,0.038289785385131836,0.0626990795135498,0.061290740966796875,0.0813591480255127,0.03702235221862793
1713908383.0,0.04468798637390137,0.03923225402832031,0.13256382942199707,0.04060006141662598,0.0494694709777832,0.03797507286071777,0.04261040687561035,0.037488460540771484,0.1048133373260498,0.03762960433959961,0.05082082748413086,0.03764510154724121,0.06407833099365234,0.03714871406555176,0.10250687599182129,0.03830289840698242,0.05757784843444824,0.03745222091674805,0.08269596099853516,0.03729104995727539,0.05848813056945801,0.038681983947753906
1713908384.0,0.04577136039733887,0.040862083435058594,0.13256382942199707,0.03973889350891113,0.04355955123901367,0.03784751892089844,0.07224631309509277,0.05317425727844238,0.08493852615356445,0.038787841796875,0.04929661750793457,0.03746461868286133,0.04674100875854492,0.07076621055603027,0.1058962345123291,0.039350032806396484,0.07526588439941406,0.03725314140319824,0.1275482177734375,0.0370938777923584,0.055480241775512695,0.06423830986022949
1713908385.0,0.08016705513000488,0.038706302642822266,0.06392621994018555,0.10679483413696289,0.04355955123901367,0.058901309967041016,0.07224631309509277,0.06335186958312988,0.09914255142211914,0.061476945877075195,0.05235457420349121,0.08335399627685547,0.09267687797546387,0.03841090202331543,0.06854748725891113,0.08826661109924316,0.14969921112060547,0.03703808784484863,0.1275482177734375,0.03771018981933594,0.055480241775512695,0.038213253021240234
1713908387.0,0.055908203125,0.038146257400512695,0.0738685131072998,0.03759455680847168,0.05243825912475586,0.03991365432739258,0.04966092109680176,0.04562973976135254,0.042829275131225586,0.037878990173339844,0.05098080635070801,0.04199695587158203,0.06585049629211426,0.03737807273864746,0.045873403549194336,0.042922258377075195,0.05548858642578125,0.03673815727233887,0.059052467346191406,0.03739166259765625,0.06459355354309082,0.03859353065490723
1713908388.0,0.05365800857543945,0.038263559341430664,0.0845327377319336,0.03759455680847168,0.11828970909118652,0.03710293769836426,0.1288890838623047,0.03863239288330078,0.10809159278869629,0.037878990173339844,0.050133705139160156,0.04199695587158203,0.06585049629211426,0.037001848220825195,0.12247323989868164,0.042922258377075195,0.05548858642578125,0.036482810974121094,0.12039947509765625,0.03739166259765625,0.07644891738891602,0.06279301643371582
1713908389.0,0.04375290870666504,0.03863048553466797,0.0845327377319336,0.04712247848510742,0.07065963745117188,0.03796887397766113,0.06818270683288574,0.03863239288330078,0.10809159278869629,0.0847311019897461,0.0510098934173584,0.03744101524353027,0.07662010192871094,0.037119150161743164,0.12247323989868164,0.037543296813964844,0.07735085487365723,0.036309242248535156,0.07630324363708496,0.06223797798156738,0.05364584922790527,0.06279301643371582
1713908390.0,0.044422149658203125,0.03863048553466797,0.05855607986450195,0.06412243843078613,0.08227968215942383,0.057945966720581055,0.08858847618103027,0.06156730651855469,0.07935905456542969,0.06717705726623535,0.05000925064086914,0.06161355972290039,0.10226607322692871,0.04322981834411621,0.07196211814880371,0.0673837661743164,0.09131789207458496,0.03826642036437988,0.07740354537963867,0.07223081588745117,0.09752273559570312,0.03785228729248047
1713908391.0,0.044284820556640625,0.03838157653808594,0.13087749481201172,0.07356643676757812,0.08227968215942383,0.06799030303955078,0.08858847618103027,0.03953981399536133,0.09125304222106934,0.04557347297668457,0.04930686950683594,0.06865739822387695,0.11302924156188965,0.05615091323852539,0.08983707427978516,0.067291259765625,0.09959030151367188,0.05300331115722656,0.05936598777770996,0.06755828857421875,0.06195187568664551,0.037755489349365234
1713908392.0,0.10042500495910645,0.03913474082946777,0.11612701416015625,0.09089326858520508,0.04415631294250488,0.06544256210327148,0.052903175354003906,0.038092613220214844,0.18220925331115723,0.03862595558166504,0.09770417213439941,0.04679703712463379,0.19077229499816895,0.09717726707458496,0.19838285446166992,0.039456844329833984,0.15747642517089844,0.09786701202392578,0.05936598777770996,0.04408860206604004,0.06195187568664551,0.03820538520812988
1713908394.0,0.04401755332946777,0.047081708908081055,0.054271697998046875,0.03754258155822754,0.08078408241271973,0.03823542594909668,0.06695890426635742,0.04425859451293945,0.0652167797088623,0.042879343032836914,0.047954559326171875,0.04860329627990723,0.047760009765625,0.03742241859436035,0.06922650337219238,0.04345846176147461,0.050201416015625,0.037871360778808594,0.07993888854980469,0.061745643615722656,0.0798795223236084,0.037851810455322266
1713908395.0,0.04902768135070801,0.04003548622131348,0.054271697998046875,0.037616729736328125,0.0634164810180664,0.06404566764831543,0.04880094528198242,0.04425859451293945,0.048737525939941406,0.042879343032836914,0.06642460823059082,0.04860329627990723,0.07276320457458496,0.037480831146240234,0.05478239059448242,0.04345846176147461,0.07994961738586426,0.05207657814025879,0.06661295890808105,0.061745643615722656,0.0968468189239502,0.042452096939086914
1713908396.0,0.21715974807739258,0.03932785987854004,0.10779261589050293,0.14113879203796387,0.3294076919555664,0.09163331985473633,0.04880094528198242,0.03769421577453613,0.27450013160705566,0.03824162483215332,0.1875898838043213,0.06224799156188965,0.2470541000366211,0.12710809707641602,0.17139792442321777,0.08584237098693848,0.31856489181518555,0.1527233123779297,0.32973170280456543,0.11633443832397461,0.3253765106201172,0.042452096939086914
1713908397.0,0.11490345001220703,0.03932785987854004,0.08878684043884277,0.04271650314331055,0.3294076919555664,0.04025983810424805,0.3165464401245117,0.03805804252624512,0.10729765892028809,0.03708338737487793,0.1136786937713623,0.037267446517944336,0.10380005836486816,0.043524742126464844,0.10051274299621582,0.03765749931335449,0.31856489181518555,0.03859257698059082,0.32973170280456543,0.046469926834106445,0.3253765106201172,0.04104328155517578
1713908399.0,0.1317291259765625,0.0390629768371582,0.10317277908325195,0.03731560707092285,0.14300322532653809,0.038269996643066406,0.13039875030517578,0.03905010223388672,0.127410888671875,0.04660487174987793,0.12925124168395996,0.044942617416381836,0.13129281997680664,0.037526607513427734,0.12549471855163574,0.03758716583251953,0.1430211067199707,0.03871774673461914,0.15918302536010742,0.045659780502319336,0.15280365943908691,0.03855299949645996
1713908400.0,0.057672739028930664,0.039483070373535156,0.10407209396362305,0.03724169731140137,0.09009146690368652,0.038269996643066406,0.05971026420593262,0.039109230041503906,0.04305839538574219,0.04660487174987793,0.06473398208618164,0.044942617416381836,0.04762721061706543,0.03699922561645508,0.0665740966796875,0.03758716583251953,0.05837750434875488,0.03800797462463379,0.06374335289001465,0.045659780502319336,0.06415843963623047,0.03949427604675293
1713908401.0,0.11010313034057617,0.060943603515625,0.06705594062805176,0.057100772857666016,0.09009146690368652,0.06408119201660156,0.05971026420593262,0.039109230041503906,0.04478645324707031,0.03770041465759277,0.049082279205322266,0.03757977485656738,0.07868504524230957,0.04851865768432617,0.08200526237487793,0.06039690971374512,0.12591290473937988,0.04475092887878418,0.2125072479248047,0.06076478958129883,0.16782832145690918,0.03875422477722168
1713908402.0,0.0695650577545166,0.04214620590209961,0.07000422477722168,0.08006119728088379,0.17759490013122559,0.06349873542785645,0.1525733470916748,0.038603782653808594,0.07638740539550781,0.03818678855895996,0.04787015914916992,0.05844306945800781,0.07868504524230957,0.05476737022399902,0.06769394874572754,0.0874173641204834,0.12591290473937988,0.03768610954284668,0.2125072479248047,0.03758668899536133,0.16782832145690918,0.03902912139892578
