timestamp,config_tserve_0_arima.json.log,config_tserve_0_arnn.json.log,config_tserve_10_arima.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arima.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arima.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arima.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arima.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arima.json.log,config_tserve_15_arnn.json.log,config_tserve_16_arima.json.log,config_tserve_16_arnn.json.log,config_tserve_17_arima.json.log,config_tserve_17_arnn.json.log,config_tserve_18_arima.json.log,config_tserve_18_arnn.json.log,config_tserve_19_arima.json.log,config_tserve_19_arnn.json.log,config_tserve_1_arima.json.log,config_tserve_1_arnn.json.log,config_tserve_20_arima.json.log,config_tserve_20_arnn.json.log,config_tserve_21_arima.json.log,config_tserve_21_arnn.json.log,config_tserve_22_arima.json.log,config_tserve_22_arnn.json.log,config_tserve_23_arima.json.log,config_tserve_23_arnn.json.log,config_tserve_24_arima.json.log,config_tserve_24_arnn.json.log,config_tserve_25_arima.json.log,config_tserve_25_arnn.json.log,config_tserve_2_arima.json.log,config_tserve_2_arnn.json.log,config_tserve_3_arima.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arima.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arima.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arima.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arima.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arima.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arima.json.log,config_tserve_9_arnn.json.log
1713757103.0,0.5065062046051025,0.47276806831359863,1.0105600357055664,0.5233519077301025,0.19962334632873535,0.4103970527648926,0.8109951019287109,0.5715265274047852,1.127530813217163,0.39562296867370605,0.35805249214172363,0.5695185661315918,0.6727919578552246,0.5710043907165527,0.6375398635864258,0.5714201927185059,0.3038311004638672,0.574596643447876,0.7300097942352295,0.5424680709838867,0.3810577392578125,0.5696611404418945,1.0912387371063232,0.5751872062683105,0.8681042194366455,0.5726761817932129,0.160142183303833,0.45459508895874023,0.25010108947753906,0.38530659675598145,0.47919249534606934,0.4913661479949951,1.1606781482696533,0.5736711025238037,1.067866563796997,0.5699243545532227,1.2496957778930664,0.43480587005615234,0.9537138938903809,0.4499797821044922,1.3332586288452148,0.4113619327545166,1.109144926071167,0.5705490112304688,1.425520420074463,0.4737882614135742,1.3214213848114014,0.5755867958068848,0.581733226776123,0.5734994411468506,1.304738998413086,0.44019484519958496
1713757104.0,1.3840296268463135,0.03778958320617676,1.0105600357055664,0.03754281997680664,1.4229788780212402,0.4103970527648926,0.8109951019287109,0.05932927131652832,1.127530813217163,0.037703752517700195,1.4514577388763428,0.04749155044555664,1.4324772357940674,0.04978203773498535,1.4173104763031006,0.037485599517822266,1.4462401866912842,0.04772067070007324,1.445209264755249,0.03695511817932129,1.4803996086120605,0.04296612739562988,1.0912387371063232,0.050882816314697266,0.8681042194366455,0.0640866756439209,1.372532606124878,0.45459508895874023,1.4450771808624268,0.03765463829040527,1.406811237335205,0.03743886947631836,1.1606781482696533,0.05123782157897949,1.067866563796997,0.05039811134338379,1.2496957778930664,0.06454014778137207,0.9537138938903809,0.059873104095458984,1.3332586288452148,0.4113619327545166,1.109144926071167,0.057384490966796875,1.425520420074463,0.4737882614135742,1.3214213848114014,0.047295331954956055,1.3895514011383057,0.05746054649353027,1.304738998413086,0.44019484519958496
1713757106.0,0.40996289253234863,0.16178321838378906,0.504967451095581,0.08183693885803223,0.4338724613189697,0.33974552154541016,0.5119163990020752,0.3007335662841797,0.8028697967529297,0.049653053283691406,0.1440737247467041,0.13683319091796875,0.5196661949157715,0.13442254066467285,0.47153139114379883,0.10690927505493164,0.29117560386657715,0.19234895706176758,0.4993281364440918,0.06389379501342773,0.22522711753845215,0.2196977138519287,0.48229408264160156,0.10241913795471191,0.4996466636657715,0.3045992851257324,0.47498607635498047,0.3071413040161133,0.21556806564331055,0.038434505462646484,0.30277442932128906,0.038710832595825195,1.403794765472412,0.24264979362487793,0.4862234592437744,0.30031466484069824,1.4154770374298096,0.30232667922973633,0.517707109451294,0.3003659248352051,1.4011657238006592,0.33058929443359375,1.4271950721740723,0.2525670528411865,1.3025946617126465,0.3026854991912842,1.392791986465454,0.1602015495300293,0.3806936740875244,0.2753570079803467,1.4123802185058594,0.3068356513977051
1713757108.0,0.5139274597167969,0.05472540855407715,0.5345125198364258,0.03847646713256836,0.6180124282836914,0.07126951217651367,0.5166277885437012,0.0624547004699707,0.6004140377044678,0.05263781547546387,0.6105365753173828,0.1027379035949707,0.5072143077850342,0.10193848609924316,0.5488660335540771,0.07898879051208496,0.6088888645172119,0.10945653915405273,0.5427839756011963,0.08499431610107422,0.588860273361206,0.09693598747253418,0.5609009265899658,0.07736563682556152,0.5453646183013916,0.04339098930358887,0.6152346134185791,0.06229591369628906,0.5844511985778809,0.07394123077392578,0.5096173286437988,0.06333422660827637,0.43451714515686035,0.07116055488586426,0.564312219619751,0.07132387161254883,0.4668862819671631,0.04102945327758789,0.5130805969238281,0.0652472972869873,0.46451354026794434,0.0654146671295166,0.45519375801086426,0.09796690940856934,0.6160039901733398,0.061025142669677734,0.47011303901672363,0.12680935859680176,0.5343310832977295,0.07353091239929199,0.4006693363189697,0.06114459037780762
1713757109.0,0.5270411968231201,0.03859829902648926,0.5345125198364258,0.039865970611572266,0.5040943622589111,0.07126951217651367,0.5075709819793701,0.08537554740905762,0.5266809463500977,0.05263781547546387,0.5132896900177002,0.06211137771606445,0.5558412075042725,0.06815147399902344,0.5100569725036621,0.06657624244689941,0.5235261917114258,0.05580925941467285,0.5288872718811035,0.06398415565490723,0.5236721038818359,0.07932138442993164,0.5609009265899658,0.06066775321960449,0.5453646183013916,0.08606195449829102,0.4874289035797119,0.06229591369628906,0.5264840126037598,0.07394123077392578,0.5404682159423828,0.03884124755859375,0.43451714515686035,0.08367347717285156,0.564312219619751,0.08138275146484375,0.4668862819671631,0.08134961128234863,0.5130805969238281,0.09228372573852539,0.46451354026794434,0.0654146671295166,0.45519375801086426,0.08438992500305176,0.5101726055145264,0.061025142669677734,0.47011303901672363,0.055864572525024414,0.5274503231048584,0.08547067642211914,0.4006693363189697,0.06114459037780762
1713757111.0,0.45121216773986816,0.0874013900756836,0.3995494842529297,0.038216590881347656,0.40893077850341797,0.11075043678283691,0.5053751468658447,0.05716395378112793,0.42919206619262695,0.038999080657958984,0.42928028106689453,0.052523136138916016,0.473602294921875,0.036786794662475586,0.491072416305542,0.037648916244506836,0.5288879871368408,0.037203311920166016,0.5074992179870605,0.038701772689819336,0.4924325942993164,0.037423133850097656,0.3292255401611328,0.03750872611999512,0.5227956771850586,0.052506208419799805,0.4308156967163086,0.038161277770996094,0.4336886405944824,0.08613109588623047,0.5083889961242676,0.06181526184082031,0.41156530380249023,0.058226585388183594,0.43493032455444336,0.05860304832458496,0.434328556060791,0.060071468353271484,0.4497108459472656,0.05915498733520508,0.4260246753692627,0.0617060661315918,0.36334991455078125,0.05980348587036133,0.44905686378479004,0.06570029258728027,0.4484672546386719,0.037340402603149414,0.49985647201538086,0.0549168586730957,0.4185187816619873,0.03770804405212402
1713757112.0,0.3199005126953125,0.0874013900756836,0.3995494842529297,0.038216590881347656,0.37882304191589355,0.11028933525085449,0.5053751468658447,0.1290130615234375,0.3715541362762451,0.046968936920166016,0.4083983898162842,0.08532571792602539,0.473602294921875,0.03777170181274414,0.491072416305542,0.05598711967468262,0.2890450954437256,0.05337095260620117,0.5074992179870605,0.03849601745605469,0.3336305618286133,0.042157888412475586,0.3292255401611328,0.060918331146240234,0.5227956771850586,0.08331513404846191,0.4719808101654053,0.03942728042602539,0.45255112648010254,0.08786654472351074,0.4215362071990967,0.06181526184082031,0.41156530380249023,0.12624812126159668,0.43493032455444336,0.10237908363342285,0.33075594902038574,0.10779905319213867,0.4497108459472656,0.09653592109680176,0.3778798580169678,0.06416440010070801,0.36334991455078125,0.1507096290588379,0.4185173511505127,0.07223725318908691,0.3405284881591797,0.03812766075134277,0.41570591926574707,0.0746314525604248,0.39841699600219727,0.03951120376586914
1713757114.0,0.5995974540710449,0.037561893463134766,0.5756711959838867,0.03843545913696289,0.6522078514099121,0.054654598236083984,0.6126847267150879,0.0539703369140625,0.6053564548492432,0.052858591079711914,0.6362018585205078,0.0496828556060791,0.5973014831542969,0.03930974006652832,0.6063895225524902,0.03916668891906738,0.6825754642486572,0.03727078437805176,0.628612756729126,0.047864675521850586,0.617927074432373,0.03843379020690918,0.6072192192077637,0.04464840888977051,0.49164271354675293,0.03727102279663086,0.6130504608154297,0.03730177879333496,0.6639797687530518,0.04914665222167969,0.5991761684417725,0.039251089096069336,0.6287405490875244,0.03784918785095215,0.6314976215362549,0.06439018249511719,0.6405332088470459,0.05039095878601074,0.5038001537322998,0.05074024200439453,0.6249008178710938,0.0395963191986084,0.6203305721282959,0.06134176254272461,0.6337411403656006,0.04944801330566406,0.6210324764251709,0.046616315841674805,0.5806765556335449,0.03762078285217285,0.6552128791809082,0.03715229034423828
1713757116.0,0.5426955223083496,0.03933000564575195,0.47536325454711914,0.03824472427368164,0.5641398429870605,0.03901982307434082,0.5253400802612305,0.040250301361083984,0.6008925437927246,0.04006314277648926,0.5270185470581055,0.03751945495605469,0.5500500202178955,0.03819727897644043,0.5351300239562988,0.040807247161865234,0.49343299865722656,0.061350107192993164,0.5168015956878662,0.040400028228759766,0.5444142818450928,0.037796974182128906,0.47492194175720215,0.03864312171936035,0.4833495616912842,0.043027400970458984,0.5541021823883057,0.04177975654602051,0.5525031089782715,0.04601621627807617,0.546349287033081,0.03799009323120117,0.5841882228851318,0.06791806221008301,0.47205424308776855,0.03740525245666504,0.5669405460357666,0.03716087341308594,0.46213698387145996,0.03840756416320801,0.5971248149871826,0.040193796157836914,0.46254897117614746,0.03950238227844238,0.5674290657043457,0.03801846504211426,0.6198649406433105,0.03779149055480957,0.5099971294403076,0.037528038024902344,0.5817840099334717,0.0366673469543457
1713757117.0,0.47499823570251465,0.07343602180480957,0.47536325454711914,0.046376705169677734,0.5012915134429932,0.04241681098937988,0.5253400802612305,0.04273629188537598,0.4768204689025879,0.04750514030456543,0.5068731307983398,0.038466691970825195,0.4942018985748291,0.04044055938720703,0.5351300239562988,0.0389101505279541,0.5133938789367676,0.061350107192993164,0.5168015956878662,0.09456729888916016,0.5101790428161621,0.037796974182128906,0.47492194175720215,0.06483650207519531,0.4833495616912842,0.03840756416320801,0.4508340358734131,0.04942655563354492,0.4996025562286377,0.03757619857788086,0.4804842472076416,0.06882858276367188,0.517949104309082,0.037844181060791016,0.47205424308776855,0.03740525245666504,0.4733114242553711,0.03814363479614258,0.46213698387145996,0.039010047912597656,0.4585394859313965,0.039055824279785156,0.46254897117614746,0.04071474075317383,0.5160901546478271,0.03979086875915527,0.4194157123565674,0.03714919090270996,0.4870948791503906,0.037528038024902344,0.48070359230041504,0.04864978790283203
