VDD_GPU_SOC,VDD_CPU_CV,VIN_SYS_5V0,VDDQ_VDD2_1V8AO,total
4759.0,1982.0,4428.0,402.0,11571.0
5552.0,4361.0,5233.0,1107.0,16253.0
5156.0,3964.0,5233.0,1107.0,15460.0
5552.0,3964.0,5233.0,1107.0,15856.0
5552.0,4361.0,5333.0,1107.0,16353.0
5156.0,3964.0,5233.0,1107.0,15460.0
5156.0,3964.0,5233.0,1107.0,15460.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,4361.0,5233.0,1107.0,16253.0
5156.0,3964.0,5132.0,1006.0,15258.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,3964.0,5233.0,1107.0,15856.0
5156.0,3964.0,5233.0,1107.0,15460.0
5156.0,3964.0,5132.0,1107.0,15359.0
5156.0,3964.0,5233.0,1107.0,15460.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,4361.0,5233.0,1107.0,16253.0
5156.0,3964.0,5132.0,1006.0,15258.0
5156.0,3964.0,5132.0,1107.0,15359.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,4361.0,5233.0,1107.0,16253.0
5552.0,4361.0,5233.0,1107.0,16253.0
5156.0,3964.0,5233.0,1107.0,15460.0
5552.0,4361.0,5233.0,1107.0,16253.0
