timestamp,config_tserve_0_arnn.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arnn.json.log,config_tserve_16_arnn.json.log,config_tserve_17_arnn.json.log,config_tserve_18_arnn.json.log,config_tserve_19_arnn.json.log,config_tserve_1_arnn.json.log,config_tserve_20_arnn.json.log,config_tserve_21_arnn.json.log,config_tserve_22_arnn.json.log,config_tserve_23_arnn.json.log,config_tserve_24_arnn.json.log,config_tserve_25_arnn.json.log,config_tserve_26_arnn.json.log,config_tserve_27_arnn.json.log,config_tserve_28_arnn.json.log,config_tserve_29_arnn.json.log,config_tserve_2_arnn.json.log,config_tserve_30_arnn.json.log,config_tserve_31_arnn.json.log,config_tserve_32_arnn.json.log,config_tserve_33_arnn.json.log,config_tserve_34_arnn.json.log,config_tserve_35_arnn.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arnn.json.log
1713908254.0,0.5326569080352783,0.747692346572876,0.5557553768157959,0.8064885139465332,0.8066020011901855,0.8216841220855713,0.805171012878418,0.6040565967559814,0.8065340518951416,0.843451738357544,0.6748349666595459,0.5798490047454834,0.8062989711761475,0.8057470321655273,0.6988818645477295,0.8102309703826904,0.8085775375366211,0.7961845397949219,0.8091237545013428,0.8066225051879883,0.6282985210418701,0.8104426860809326,0.804448127746582,0.7717189788818359,0.652125358581543,0.809903621673584,0.8065447807312012,0.7236020565032959,0.805150032043457,0.7969992160797119,0.8099181652069092,0.8066635131835938,0.805985689163208,0.8083209991455078,0.80666184425354,0.8056738376617432
1713908255.0,0.8044705390930176,0.7854485511779785,0.8052818775177002,0.8064885139465332,0.03699374198913574,0.7874581813812256,0.03793644905090332,0.7587549686431885,0.039244890213012695,0.7841603755950928,0.7525179386138916,0.7786526679992676,0.039129018783569336,0.03760194778442383,0.7518901824951172,0.8102309703826904,0.8085775375366211,0.787877082824707,0.8091237545013428,0.038774728775024414,0.7410922050476074,0.03883194923400879,0.804448127746582,0.7834296226501465,0.7296772003173828,0.809903621673584,0.03667140007019043,0.7622716426849365,0.805150032043457,0.03627610206604004,0.036737918853759766,0.037229299545288086,0.03668808937072754,0.037435293197631836,0.036995887756347656,0.040253639221191406
1713908256.0,0.06239581108093262,0.03719305992126465,0.05922532081604004,0.06238222122192383,0.03699374198913574,0.06952357292175293,0.03793644905090332,0.06099963188171387,0.05367922782897949,0.09288883209228516,0.056092023849487305,0.061139822006225586,0.03778433799743652,0.05142402648925781,0.036649227142333984,0.060131072998046875,0.06067466735839844,0.06786012649536133,0.0609586238861084,0.038774728775024414,0.04834246635437012,0.03883194923400879,0.06209897994995117,0.04459333419799805,0.06590533256530762,0.05971884727478027,0.05131196975708008,0.06174492835998535,0.05799436569213867,0.03627610206604004,0.05563759803771973,0.04096412658691406,0.043322086334228516,0.03695273399353027,0.03768157958984375,0.051396846771240234
1713908257.0,0.03699350357055664,0.1018826961517334,0.06206870079040527,0.037921905517578125,0.050336360931396484,0.08396100997924805,0.03676152229309082,0.061754465103149414,0.05367922782897949,0.08345389366149902,0.1328885555267334,0.0862894058227539,0.03927111625671387,0.05142402648925781,0.11011433601379395,0.036798954010009766,0.03672361373901367,0.09156918525695801,0.06210970878601074,0.039481163024902344,0.11033463478088379,0.04454469680786133,0.05438828468322754,0.09308099746704102,0.037847042083740234,0.036986351013183594,0.05131196975708008,0.09965229034423828,0.036813974380493164,0.03694915771484375,0.05563759803771973,0.04096412658691406,0.03675341606140137,0.037467241287231445,0.03794717788696289,0.051396846771240234
1713908258.0,0.03675436973571777,0.03680896759033203,0.03666853904724121,0.04739975929260254,0.061745405197143555,0.04554939270019531,0.05124020576477051,0.036478519439697266,0.03691601753234863,0.0427088737487793,0.036733150482177734,0.040671348571777344,0.03927111625671387,0.03880810737609863,0.038362979888916016,0.049759626388549805,0.040793657302856445,0.0415341854095459,0.03653860092163086,0.04922199249267578,0.03874707221984863,0.06398797035217285,0.03722715377807617,0.04341292381286621,0.04314565658569336,0.03707718849182129,0.03926563262939453,0.040630340576171875,0.06150674819946289,0.06328749656677246,0.05943417549133301,0.03740215301513672,0.03675341606140137,0.037467241287231445,0.03794717788696289,0.036858320236206055
1713908259.0,0.03662419319152832,0.03708934783935547,0.03727293014526367,0.038439035415649414,0.0396580696105957,0.04554939270019531,0.05681753158569336,0.03670144081115723,0.03937387466430664,0.0427088737487793,0.041170358657836914,0.03975343704223633,0.048413753509521484,0.03719615936279297,0.03718280792236328,0.03773665428161621,0.036513566970825195,0.04602813720703125,0.04418015480041504,0.039650917053222656,0.04001259803771973,0.0364377498626709,0.03694510459899902,0.03693032264709473,0.0370481014251709,0.0602569580078125,0.0382080078125,0.037145137786865234,0.03761553764343262,0.03658175468444824,0.03692221641540527,0.03790116310119629,0.0432591438293457,0.045606374740600586,0.04247927665710449,0.0368802547454834
1713908260.0,0.04389619827270508,0.03708934783935547,0.03650236129760742,0.03731679916381836,0.03697705268859863,0.04682469367980957,0.036882877349853516,0.036661386489868164,0.05571603775024414,0.043975830078125,0.041170358657836914,0.03975343704223633,0.037888526916503906,0.037091970443725586,0.03718280792236328,0.04573774337768555,0.03674674034118652,0.04602813720703125,0.03634786605834961,0.036346435546875,0.03846406936645508,0.03948855400085449,0.03643679618835449,0.03693032264709473,0.036313772201538086,0.037021636962890625,0.04239654541015625,0.037145137786865234,0.060404300689697266,0.037296295166015625,0.040437936782836914,0.04050874710083008,0.03661012649536133,0.03686332702636719,0.037338972091674805,0.038230180740356445
1713908261.0,0.039721012115478516,0.05726051330566406,0.04491853713989258,0.03797411918640137,0.060719966888427734,0.062424659729003906,0.051809072494506836,0.036661386489868164,0.06347537040710449,0.059914350509643555,0.06438016891479492,0.06083035469055176,0.038482666015625,0.036772966384887695,0.05786871910095215,0.041193485260009766,0.038173675537109375,0.05869579315185547,0.035891056060791016,0.0425105094909668,0.03846406936645508,0.05732250213623047,0.03726816177368164,0.05680489540100098,0.036313772201538086,0.03662443161010742,0.03699946403503418,0.06272602081298828,0.03864932060241699,0.05589556694030762,0.06266069412231445,0.06307053565979004,0.036667823791503906,0.03723311424255371,0.05936908721923828,0.05987381935119629
1713908263.0,0.043791770935058594,0.040183305740356445,0.05214571952819824,0.03705930709838867,0.05768752098083496,0.03678750991821289,0.04162001609802246,0.036138296127319336,0.05860781669616699,0.05635404586791992,0.036538124084472656,0.03876996040344238,0.03694605827331543,0.036856889724731445,0.036834716796875,0.04172539710998535,0.03946399688720703,0.059212684631347656,0.03777170181274414,0.04551196098327637,0.03701972961425781,0.05296182632446289,0.036740779876708984,0.03664898872375488,0.050977230072021484,0.03918814659118652,0.03681373596191406,0.03675341606140137,0.03667449951171875,0.04555344581604004,0.06039285659790039,0.03746843338012695,0.036798715591430664,0.037148475646972656,0.036802053451538086,0.0371859073638916
1713908264.0,0.19561100006103516,0.040183305740356445,0.24411988258361816,0.44282984733581543,0.12903356552124023,0.03678750991821289,0.6101119518280029,0.036138296127319336,0.08430004119873047,0.05635404586791992,0.09705591201782227,0.2693443298339844,0.03694605827331543,0.10545182228088379,0.036834716796875,0.16980361938476562,0.31874561309814453,0.12163972854614258,0.03777170181274414,0.07338738441467285,0.03701972961425781,0.21962857246398926,0.2939901351928711,0.03664898872375488,0.050977230072021484,0.03918814659118652,0.04607129096984863,0.03675341606140137,0.03667449951171875,0.145432710647583,0.062397003173828125,0.03746843338012695,0.036798715591430664,0.037148475646972656,0.036802053451538086,0.037247419357299805
