timestamp,config_tserve_0_arnn.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arnn.json.log,config_tserve_16_arnn.json.log,config_tserve_17_arnn.json.log,config_tserve_18_arnn.json.log,config_tserve_19_arnn.json.log,config_tserve_1_arnn.json.log,config_tserve_20_arnn.json.log,config_tserve_21_arnn.json.log,config_tserve_22_arnn.json.log,config_tserve_23_arnn.json.log,config_tserve_24_arnn.json.log,config_tserve_25_arnn.json.log,config_tserve_26_arnn.json.log,config_tserve_27_arnn.json.log,config_tserve_28_arnn.json.log,config_tserve_29_arnn.json.log,config_tserve_2_arnn.json.log,config_tserve_30_arnn.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arnn.json.log
1713756861.0,0.22930359840393066,0.5530693531036377,0.34525156021118164,0.34534573554992676,0.6696376800537109,0.38262438774108887,0.3657219409942627,0.433490514755249,0.5538897514343262,0.45489048957824707,0.4845757484436035,0.6462438106536865,0.3646254539489746,0.32435154914855957,0.3987703323364258,0.6229195594787598,0.5087616443634033,0.5998106002807617,0.27568507194519043,0.4112379550933838,0.5757036209106445,0.529590368270874,0.4742095470428467,0.5706849098205566,0.5220589637756348,0.6166200637817383,0.6249020099639893,0.5453150272369385,0.5317416191101074,0.5951764583587646,0.5078189373016357
1713756861.0,0.5778191089630127,0.5530693531036377,0.34525156021118164,0.34534573554992676,0.6696376800537109,0.38262438774108887,0.3657219409942627,0.433490514755249,0.5538897514343262,0.45489048957824707,0.4845757484436035,0.6462438106536865,0.3646254539489746,0.32435154914855957,0.3987703323364258,0.6229195594787598,0.5087616443634033,0.5998106002807617,0.27568507194519043,0.4112379550933838,0.5757036209106445,0.529590368270874,0.4742095470428467,0.5706849098205566,0.5220589637756348,0.6166200637817383,0.6249020099639893,0.5453150272369385,0.5317416191101074,0.5951764583587646,0.5078189373016357
1713756863.0,0.28223609924316406,0.35732579231262207,0.38933277130126953,0.039728641510009766,0.4583418369293213,0.34192347526550293,0.4540586471557617,0.46393346786499023,0.3648834228515625,0.41034960746765137,0.06463432312011719,0.45616888999938965,0.18727636337280273,0.3060266971588135,0.43825840950012207,0.460538387298584,0.2124767303466797,0.43033838272094727,0.4627087116241455,0.4533984661102295,0.17277193069458008,0.14960026741027832,0.4199402332305908,0.13898515701293945,0.08936691284179688,0.23611736297607422,0.1148691177368164,0.33014631271362305,0.16328167915344238,0.2591433525085449,0.4432709217071533
1713756864.0,0.06896400451660156,0.07188129425048828,0.06026458740234375,0.03754281997680664,0.4583418369293213,0.07723283767700195,0.4540586471557617,0.06930899620056152,0.07608222961425781,0.05885672569274902,0.036954402923583984,0.45616888999938965,0.06271576881408691,0.07812738418579102,0.0605010986328125,0.460538387298584,0.05815935134887695,0.43033838272094727,0.07331371307373047,0.4533984661102295,0.45642948150634766,0.45493078231811523,0.0678863525390625,0.06404256820678711,0.05919814109802246,0.062438249588012695,0.03702211380004883,0.07747769355773926,0.06152176856994629,0.06659841537475586,0.07062816619873047
1713756865.0,0.04176640510559082,0.037857770919799805,0.06026458740234375,0.037110090255737305,0.06897974014282227,0.03723287582397461,0.0695037841796875,0.06930899620056152,0.03630256652832031,0.05885672569274902,0.03705430030822754,0.0769815444946289,0.04197049140930176,0.0442657470703125,0.0605010986328125,0.06276583671569824,0.04009437561035156,0.0723264217376709,0.07331371307373047,0.07582902908325195,0.06399655342102051,0.06557655334472656,0.0678863525390625,0.04309248924255371,0.040222883224487305,0.03661465644836426,0.04012894630432129,0.03983449935913086,0.04151344299316406,0.04483294486999512,0.07062816619873047
1713756866.0,0.03957223892211914,0.037857770919799805,0.03646707534790039,0.03671121597290039,0.0649724006652832,0.03723287582397461,0.037903547286987305,0.045401811599731445,0.03630256652832031,0.03545498847961426,0.03639864921569824,0.04081010818481445,0.03938603401184082,0.0442657470703125,0.03719377517700195,0.09627795219421387,0.03924202919006348,0.036561012268066406,0.039286136627197266,0.03682756423950195,0.09728598594665527,0.09627509117126465,0.03679347038269043,0.0411221981048584,0.04118490219116211,0.03831744194030762,0.0366663932800293,0.03983449935913086,0.03815865516662598,0.03656435012817383,0.040320396423339844
1713756868.0,0.06535053253173828,0.037000179290771484,0.03694486618041992,0.037302255630493164,0.0938267707824707,0.08493638038635254,0.04755282402038574,0.053071022033691406,0.06088876724243164,0.09244322776794434,0.03684115409851074,0.0837869644165039,0.0362553596496582,0.0669703483581543,0.10135459899902344,0.07233548164367676,0.06576180458068848,0.07438898086547852,0.07570695877075195,0.07873129844665527,0.07443571090698242,0.06651782989501953,0.11472558975219727,0.0412139892578125,0.04381704330444336,0.04204559326171875,0.04122138023376465,0.06403803825378418,0.03674149513244629,0.06870150566101074,0.08090949058532715
1713756869.0,0.03630948066711426,0.06862258911132812,0.0471799373626709,0.0370330810546875,0.06160473823547363,0.03697776794433594,0.0639352798461914,0.06104135513305664,0.038477182388305664,0.06811189651489258,0.0374600887298584,0.06221508979797363,0.03649592399597168,0.059998512268066406,0.06221580505371094,0.059699296951293945,0.03674507141113281,0.06331443786621094,0.06305766105651855,0.059819698333740234,0.06238603591918945,0.07037234306335449,0.0427703857421875,0.042558908462524414,0.04307818412780762,0.03713726997375488,0.040363311767578125,0.0877690315246582,0.04805803298950195,0.036713600158691406,0.06453156471252441
1713756870.0,0.036653995513916016,0.036882877349853516,0.03833723068237305,0.040354013442993164,0.03828835487365723,0.03689694404602051,0.04308366775512695,0.037076473236083984,0.06341767311096191,0.04525160789489746,0.0368192195892334,0.03970813751220703,0.04090690612792969,0.03648948669433594,0.037537574768066406,0.037044525146484375,0.04008817672729492,0.03795623779296875,0.03730344772338867,0.03664112091064453,0.06238603591918945,0.07037234306335449,0.0384669303894043,0.061414241790771484,0.03705096244812012,0.03726935386657715,0.038725852966308594,0.06168556213378906,0.03698277473449707,0.03691697120666504,0.03778529167175293
1713756871.0,0.03618025779724121,0.039132118225097656,0.039238691329956055,0.03759765625,0.03828835487365723,0.03674769401550293,0.03743791580200195,0.037549734115600586,0.03985309600830078,0.03795504570007324,0.037535667419433594,0.03970813751220703,0.04638838768005371,0.03664088249206543,0.037458181381225586,0.037044525146484375,0.0364842414855957,0.03795623779296875,0.0395665168762207,0.03664112091064453,0.04000425338745117,0.042772769927978516,0.03728938102722168,0.03753542900085449,0.038397789001464844,0.03716874122619629,0.03987932205200195,0.037006378173828125,0.036759138107299805,0.036727190017700195,0.03953909873962402
1713756872.0,0.03745150566101074,0.04003429412841797,0.043663740158081055,0.038558006286621094,0.046938180923461914,0.03949332237243652,0.03743791580200195,0.037549734115600586,0.03654170036315918,0.03795504570007324,0.03694295883178711,0.04771614074707031,0.06444001197814941,0.04435420036315918,0.037458181381225586,0.04360485076904297,0.05357193946838379,0.03639554977416992,0.0395665168762207,0.03631305694580078,0.04143786430358887,0.0369720458984375,0.036328792572021484,0.06418991088867188,0.03754138946533203,0.06071829795837402,0.03728461265563965,0.039234161376953125,0.04031181335449219,0.04600715637207031,0.03953909873962402
1713756873.0,0.03664422035217285,0.0371859073638916,0.043663740158081055,0.03665757179260254,0.036908864974975586,0.03949332237243652,0.04275012016296387,0.03906536102294922,0.03654170036315918,0.042203664779663086,0.037299394607543945,0.03694868087768555,0.05227208137512207,0.03738117218017578,0.036893367767333984,0.036767005920410156,0.05240893363952637,0.036922454833984375,0.03962397575378418,0.037175893783569336,0.03733420372009277,0.060616493225097656,0.036328792572021484,0.042044639587402344,0.03731131553649902,0.04903268814086914,0.03739142417907715,0.039234161376953125,0.03750729560852051,0.04947304725646973,0.03908252716064453
1713756875.0,0.1074059009552002,0.10496211051940918,0.10241508483886719,0.037470340728759766,0.0406951904296875,0.09129858016967773,0.05689811706542969,0.04699063301086426,0.09462213516235352,0.058815717697143555,0.03726911544799805,0.0462183952331543,0.10981130599975586,0.10855388641357422,0.08138012886047363,0.04199790954589844,0.11375164985656738,0.055135250091552734,0.049529314041137695,0.04337167739868164,0.03646278381347656,0.03702998161315918,0.06501412391662598,0.11144042015075684,0.08526873588562012,0.11558270454406738,0.10749292373657227,0.09217405319213867,0.06056642532348633,0.11680841445922852,0.0583651065826416
1713756876.0,0.036988019943237305,0.0713047981262207,0.04684877395629883,0.03759598731994629,0.12784433364868164,0.08838891983032227,0.1438758373260498,0.15066003799438477,0.06507420539855957,0.14076614379882812,0.060079336166381836,0.14740896224975586,0.05300450325012207,0.0949859619140625,0.1373908519744873,0.12282538414001465,0.054437875747680664,0.12159872055053711,0.12828516960144043,0.14916396141052246,0.12737751007080078,0.09875226020812988,0.11967897415161133,0.05142927169799805,0.06336665153503418,0.05576038360595703,0.06276106834411621,0.11310029029846191,0.06065177917480469,0.05212998390197754,0.13993215560913086
1713756877.0,0.03630399703979492,0.03722357749938965,0.03706550598144531,0.03751111030578613,0.059671640396118164,0.06582260131835938,0.05986499786376953,0.05762815475463867,0.06193828582763672,0.06687045097351074,0.037217140197753906,0.05105137825012207,0.03754615783691406,0.0381779670715332,0.06399917602539062,0.12282538414001465,0.06260395050048828,0.06099557876586914,0.0557708740234375,0.05037832260131836,0.12737751007080078,0.09875226020812988,0.06400799751281738,0.06118965148925781,0.042311668395996094,0.05930471420288086,0.03716325759887695,0.06694912910461426,0.03742361068725586,0.03721284866333008,0.07102298736572266
1713756878.0,0.0855264663696289,0.037551164627075195,0.042186737060546875,0.03880429267883301,0.059671640396118164,0.03857684135437012,0.05986499786376953,0.05762815475463867,0.03713726997375488,0.03699994087219238,0.03843259811401367,0.05105137825012207,0.037290096282958984,0.03732132911682129,0.038266658782958984,0.05586838722229004,0.07768559455871582,0.06099557876586914,0.03656625747680664,0.05037832260131836,0.05644083023071289,0.04214334487915039,0.038523197174072266,0.05977916717529297,0.037415266036987305,0.05187201499938965,0.03656148910522461,0.037932395935058594,0.03726840019226074,0.06309843063354492,0.04068613052368164
1713756879.0,0.04379391670227051,0.03700423240661621,0.04042696952819824,0.037405967712402344,0.03889727592468262,0.04004240036010742,0.03686714172363281,0.03759312629699707,0.037073373794555664,0.03699994087219238,0.04420614242553711,0.04133415222167969,0.036988258361816406,0.03720259666442871,0.038266658782958984,0.03692030906677246,0.037832021713256836,0.03668689727783203,0.03656625747680664,0.03759312629699707,0.04058218002319336,0.03771162033081055,0.038523197174072266,0.036847591400146484,0.03692793846130371,0.04138922691345215,0.03776288032531738,0.037932395935058594,0.04999709129333496,0.040657758712768555,0.04068613052368164
1713756880.0,0.04668164253234863,0.03700423240661621,0.040766000747680664,0.0371091365814209,0.08931088447570801,0.04004240036010742,0.07244253158569336,0.14130139350891113,0.037073373794555664,0.08700966835021973,0.03844141960144043,0.06482696533203125,0.03699541091918945,0.03720259666442871,0.0630943775177002,0.038575172424316406,0.03932809829711914,0.09698629379272461,0.047628164291381836,0.11856412887573242,0.06298613548278809,0.08380889892578125,0.03748488426208496,0.03671073913574219,0.037224531173706055,0.03798389434814453,0.037201881408691406,0.036943912506103516,0.03720426559448242,0.03963637351989746,0.0374445915222168
1713756882.0,0.05293846130371094,0.03937792778015137,0.051375389099121094,0.07140159606933594,0.08843660354614258,0.04254722595214844,0.04201793670654297,0.06615066528320312,0.05558586120605469,0.060706138610839844,0.042404890060424805,0.0650472640991211,0.05046534538269043,0.04147672653198242,0.0390162467956543,0.08580279350280762,0.041723012924194336,0.0901482105255127,0.041521549224853516,0.09183859825134277,0.09174299240112305,0.08609199523925781,0.03670191764831543,0.04236912727355957,0.04195737838745117,0.04690814018249512,0.04181170463562012,0.041730642318725586,0.04529738426208496,0.04265427589416504,0.03609871864318848
1713756883.0,0.038410186767578125,0.044226646423339844,0.03863382339477539,0.07140159606933594,0.06066703796386719,0.03705596923828125,0.0389399528503418,0.0465545654296875,0.03836870193481445,0.039060354232788086,0.042404890060424805,0.04413318634033203,0.037717580795288086,0.037055253982543945,0.037020206451416016,0.08580279350280762,0.0387113094329834,0.06649327278137207,0.03688549995422363,0.0667424201965332,0.09174299240112305,0.08609199523925781,0.037522077560424805,0.03784513473510742,0.03742551803588867,0.03732037544250488,0.036624908447265625,0.03669905662536621,0.04529738426208496,0.03801393508911133,0.03856611251831055
1713756884.0,0.03644299507141113,0.040023088455200195,0.03702187538146973,0.06021404266357422,0.06066703796386719,0.03712773323059082,0.037291765213012695,0.0465545654296875,0.037482261657714844,0.03704118728637695,0.0610811710357666,0.04413318634033203,0.03837323188781738,0.036611080169677734,0.03646492958068848,0.05781102180480957,0.04427075386047363,0.06649327278137207,0.03673911094665527,0.0667424201965332,0.054689645767211914,0.05942964553833008,0.053617000579833984,0.0453190803527832,0.036657094955444336,0.04506325721740723,0.037221431732177734,0.03755831718444824,0.05909585952758789,0.04275178909301758,0.036585092544555664
1713756885.0,0.060828208923339844,0.03686714172363281,0.0663461685180664,0.05927324295043945,0.058173179626464844,0.03739619255065918,0.037291765213012695,0.04309844970703125,0.036147356033325195,0.03704118728637695,0.06260180473327637,0.03688478469848633,0.037252187728881836,0.037009477615356445,0.037926673889160156,0.06467533111572266,0.06112813949584961,0.061795711517333984,0.03673911094665527,0.06218695640563965,0.06324601173400879,0.05923604965209961,0.03862905502319336,0.036919593811035156,0.05022859573364258,0.03690457344055176,0.04710268974304199,0.03685259819030762,0.06240510940551758,0.03683805465698242,0.03711390495300293
1713756886.0,0.06453180313110352,0.04460334777832031,0.05820798873901367,0.039739131927490234,0.037631988525390625,0.036667823791503906,0.03984236717224121,0.03697395324707031,0.03998374938964844,0.037279367446899414,0.04503226280212402,0.04116344451904297,0.04740548133850098,0.03662824630737305,0.037926673889160156,0.037421226501464844,0.038965702056884766,0.04216313362121582,0.0371091365814209,0.037201881408691406,0.038927555084228516,0.03650403022766113,0.03862905502319336,0.058428287506103516,0.06161761283874512,0.039353370666503906,0.07263994216918945,0.03707623481750488,0.036856889724731445,0.03984856605529785,0.03711390495300293
1713756887.0,0.03704547882080078,0.037078142166137695,0.038233041763305664,0.0708003044128418,0.038014888763427734,0.036667823791503906,0.036896705627441406,0.038587331771850586,0.03691363334655762,0.03792214393615723,0.06470417976379395,0.036771535873413086,0.0375216007232666,0.03872489929199219,0.037091732025146484,0.038960933685302734,0.03819751739501953,0.04229855537414551,0.037287235260009766,0.03670167922973633,0.03677654266357422,0.05957794189453125,0.03824162483215332,0.041443586349487305,0.03671455383300781,0.038701534271240234,0.03765082359313965,0.03707623481750488,0.04632139205932617,0.03795623779296875,0.037087440490722656
