timestamp,config_tserve_0_arnn.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arnn.json.log,config_tserve_1_arnn.json.log,config_tserve_2_arnn.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arnn.json.log
1713908132.0,0.05542159080505371,0.3057124614715576,0.3119678497314453,0.2533261775970459,0.27686166763305664,0.209611177444458,0.18852972984313965,0.2895190715789795,0.3232228755950928,0.2908444404602051,0.3022191524505615,0.3022904396057129,0.3217034339904785,0.30071592330932617,0.2344207763671875,0.1704857349395752
1713908132.0,0.2976813316345215,0.3057124614715576,0.3119678497314453,0.2533261775970459,0.27686166763305664,0.209611177444458,0.18852972984313965,0.2895190715789795,0.3232228755950928,0.2908444404602051,0.3022191524505615,0.3022904396057129,0.3217034339904785,0.30071592330932617,0.2344207763671875,0.1704857349395752
1713908134.0,0.036965131759643555,0.03706812858581543,0.03717803955078125,0.03742361068725586,0.037012577056884766,0.03723263740539551,0.04953265190124512,0.038928985595703125,0.06272625923156738,0.03919267654418945,0.040100812911987305,0.03790473937988281,0.0873708724975586,0.06183481216430664,0.036791086196899414,0.04322934150695801
1713908135.0,0.0392765998840332,0.037317752838134766,0.037377357482910156,0.06374883651733398,0.037009239196777344,0.0809028148651123,0.03751063346862793,0.03737807273864746,0.03990936279296875,0.03988838195800781,0.036725759506225586,0.03744769096374512,0.03949546813964844,0.039629220962524414,0.06280946731567383,0.05987977981567383
1713908136.0,0.03650379180908203,0.037671566009521484,0.05973505973815918,0.0434412956237793,0.03790163993835449,0.049959421157836914,0.04481387138366699,0.03726506233215332,0.03734254837036133,0.05914616584777832,0.05359673500061035,0.0377192497253418,0.03704118728637695,0.03747224807739258,0.04677724838256836,0.04519009590148926
1713908137.0,0.03717923164367676,0.0373995304107666,0.03748154640197754,0.03727889060974121,0.03955483436584473,0.03714275360107422,0.03723740577697754,0.037110090255737305,0.03832888603210449,0.03686380386352539,0.03817415237426758,0.03777956962585449,0.0393221378326416,0.03911876678466797,0.036794424057006836,0.036664724349975586
1713908138.0,0.03663015365600586,0.03713846206665039,0.03820991516113281,0.03706073760986328,0.054566383361816406,0.03674149513244629,0.038350820541381836,0.036629438400268555,0.03832888603210449,0.03641557693481445,0.03987598419189453,0.037949323654174805,0.0393221378326416,0.041001319885253906,0.036513566970825195,0.03607583045959473
1713908139.0,0.036337852478027344,0.0373072624206543,0.04090476036071777,0.03706073760986328,0.054566383361816406,0.03799581527709961,0.037137508392333984,0.03762650489807129,0.03752470016479492,0.036890268325805664,0.03699016571044922,0.037949323654174805,0.03702378273010254,0.041001319885253906,0.036513566970825195,0.03729867935180664
1713908140.0,0.04519534111022949,0.03790736198425293,0.04090476036071777,0.04181671142578125,0.041715383529663086,0.03799581527709961,0.037137508392333984,0.042968034744262695,0.0372164249420166,0.04480934143066406,0.03699016571044922,0.03733038902282715,0.03781580924987793,0.03660416603088379,0.041115522384643555,0.03729867935180664
1713908142.0,0.040650367736816406,0.03804898262023926,0.03768181800842285,0.03712272644042969,0.03735828399658203,0.03722548484802246,0.03721356391906738,0.04022383689880371,0.03731060028076172,0.03828930854797363,0.03808259963989258,0.0855259895324707,0.03792691230773926,0.06070542335510254,0.03682351112365723,0.04147601127624512
