timestamp,config_tserve_0_arnn.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arnn.json.log,config_tserve_1_arnn.json.log,config_tserve_2_arnn.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arnn.json.log
1713908143.0,0.042745113372802734,0.0379638671875,0.037398576736450195,0.044951438903808594,0.03725838661193848,0.04089188575744629,0.09020209312438965,0.0370326042175293,0.03737998008728027,0.039511919021606445,0.0371403694152832,0.041071414947509766,0.037240028381347656,0.03758430480957031,0.04454779624938965,0.06522703170776367
1713908144.0,0.03777122497558594,0.03861880302429199,0.07445645332336426,0.07575082778930664,0.03718447685241699,0.07450985908508301,0.07940483093261719,0.08768773078918457,0.03723430633544922,0.06384778022766113,0.07915711402893066,0.037693023681640625,0.03737187385559082,0.04338479042053223,0.07602882385253906,0.07779598236083984
1713908145.0,0.03764939308166504,0.03816866874694824,0.03749418258666992,0.03752279281616211,0.03754258155822754,0.04400038719177246,0.037131309509277344,0.03763389587402344,0.03754234313964844,0.03722095489501953,0.03923225402832031,0.037693023681640625,0.03737187385559082,0.03701281547546387,0.03722858428955078,0.03826642036437988
1713908146.0,0.037348270416259766,0.037619590759277344,0.03766822814941406,0.037480831146240234,0.03754258155822754,0.042995452880859375,0.038313865661621094,0.03722262382507324,0.03754234313964844,0.037679433822631836,0.03876519203186035,0.03700876235961914,0.037294864654541016,0.03701281547546387,0.04177141189575195,0.04418158531188965
1713908147.0,0.040257930755615234,0.03756141662597656,0.0408780574798584,0.037480831146240234,0.03732943534851074,0.042995452880859375,0.038313865661621094,0.04287362098693848,0.04591870307922363,0.04143810272216797,0.041800737380981445,0.040479183197021484,0.03827238082885742,0.03744220733642578,0.04177141189575195,0.04418158531188965
1713908149.0,0.06172513961791992,0.03728318214416504,0.06096363067626953,0.037392377853393555,0.03716254234313965,0.06666803359985352,0.057913780212402344,0.06353306770324707,0.0372161865234375,0.03864765167236328,0.06560635566711426,0.038218021392822266,0.03715252876281738,0.036557674407958984,0.05478811264038086,0.06305336952209473
1713908150.0,0.037459611892700195,0.037888526916503906,0.03755450248718262,0.03770256042480469,0.037340402603149414,0.037195444107055664,0.037030935287475586,0.037309885025024414,0.03768467903137207,0.03890728950500488,0.04156374931335449,0.040795087814331055,0.03803443908691406,0.038645267486572266,0.03686833381652832,0.03710460662841797
1713908151.0,0.037570953369140625,0.03779292106628418,0.06352496147155762,0.037309885025024414,0.03767871856689453,0.08239030838012695,0.07177948951721191,0.08534908294677734,0.03768467903137207,0.03724241256713867,0.04304909706115723,0.040795087814331055,0.037383079528808594,0.03746318817138672,0.03720593452453613,0.07256913185119629
1713908152.0,0.037526607513427734,0.03802490234375,0.08953523635864258,0.07798051834106445,0.037596940994262695,0.0432126522064209,0.07723331451416016,0.06400585174560547,0.03827166557312012,0.03748965263366699,0.03770923614501953,0.03789663314819336,0.037383079528808594,0.03746318817138672,0.07022929191589355,0.08426094055175781
1713908153.0,0.03895401954650879,0.03994321823120117,0.06129789352416992,0.04657793045043945,0.037596940994262695,0.04368281364440918,0.04183769226074219,0.06204056739807129,0.05845355987548828,0.03930091857910156,0.03949379920959473,0.04160594940185547,0.03953194618225098,0.04293251037597656,0.05927610397338867,0.04964494705200195
1713908154.0,0.037299156188964844,0.037672996520996094,0.06129789352416992,0.04657793045043945,0.0396270751953125,0.03863525390625,0.04183769226074219,0.06204056739807129,0.039949893951416016,0.03742408752441406,0.03759622573852539,0.04494023323059082,0.037348270416259766,0.037204742431640625,0.05927610397338867,0.04964494705200195
1713908156.0,0.03734946250915527,0.03730583190917969,0.0367121696472168,0.03763246536254883,0.036943912506103516,0.03685903549194336,0.03986048698425293,0.03717947006225586,0.03753352165222168,0.03940176963806152,0.03734946250915527,0.03803277015686035,0.03747367858886719,0.03749990463256836,0.03884291648864746,0.04369807243347168
1713908157.0,0.04671669006347656,0.04381155967712402,0.0385739803314209,0.04326677322387695,0.0381779670715332,0.038370609283447266,0.053858041763305664,0.04102015495300293,0.03744244575500488,0.046066999435424805,0.037447452545166016,0.03767895698547363,0.03722882270812988,0.03760051727294922,0.05225682258605957,0.041861534118652344
1713908158.0,0.043031930923461914,0.03735828399658203,0.037233829498291016,0.03734016418457031,0.037627458572387695,0.03753924369812012,0.03748965263366699,0.03729414939880371,0.03744244575500488,0.04174232482910156,0.03747367858886719,0.03767895698547363,0.03722882270812988,0.03760051727294922,0.037874698638916016,0.040757179260253906
1713908159.0,0.06356358528137207,0.07217788696289062,0.03837847709655762,0.06178140640258789,0.03707718849182129,0.03690743446350098,0.037769317626953125,0.03786802291870117,0.07118582725524902,0.07150602340698242,0.03694272041320801,0.04652738571166992,0.03841805458068848,0.09488463401794434,0.06150174140930176,0.037194252014160156
1713908160.0,0.06509995460510254,0.043544769287109375,0.03676342964172363,0.038260698318481445,0.038455963134765625,0.037534236907958984,0.037834882736206055,0.037003278732299805,0.03942441940307617,0.04221081733703613,0.03772616386413574,0.06365704536437988,0.03817248344421387,0.05458211898803711,0.03816962242126465,0.037093162536621094
