timestamp,config_tserve_0_arnn.json.log,config_tserve_10_arnn.json.log,config_tserve_1_arnn.json.log,config_tserve_2_arnn.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arnn.json.log
1713724794.0,0.10416698455810547,0.173844575881958,0.17008209228515625,0.18855714797973633,0.15455245971679688,0.1754283905029297,0.16387534141540527,0.17725253105163574,0.12632489204406738,0.15484309196472168,0.1780686378479004
1713724794.0,0.13165593147277832,0.173844575881958,0.17008209228515625,0.18855714797973633,0.15455245971679688,0.1754283905029297,0.16387534141540527,0.17725253105163574,0.12632489204406738,0.15484309196472168,0.1780686378479004
1713724795.0,0.0496068000793457,0.04242062568664551,0.03739190101623535,0.04482245445251465,0.05355191230773926,0.04335927963256836,0.03760576248168945,0.062061309814453125,0.03903794288635254,0.03959798812866211,0.04381752014160156
1713724796.0,0.036717891693115234,0.03634762763977051,0.0367889404296875,0.04103541374206543,0.04160642623901367,0.04569578170776367,0.03769636154174805,0.040126800537109375,0.03747105598449707,0.0380406379699707,0.03700733184814453
1713724797.0,0.055898427963256836,0.0988929271697998,0.06810450553894043,0.06400299072265625,0.037278175354003906,0.07546305656433105,0.046044349670410156,0.05827951431274414,0.03654646873474121,0.04366898536682129,0.08011436462402344
1713724798.0,0.03683638572692871,0.0988929271697998,0.06810450553894043,0.06400299072265625,0.0366215705871582,0.07546305656433105,0.0377655029296875,0.05827951431274414,0.03658795356750488,0.0379791259765625,0.08011436462402344
1713724800.0,0.060884714126586914,0.05850481986999512,0.05717062950134277,0.04061269760131836,0.03627371788024902,0.06670928001403809,0.038120269775390625,0.03663802146911621,0.0369572639465332,0.042932987213134766,0.03693532943725586
1713724801.0,0.03663015365600586,0.03626418113708496,0.03710651397705078,0.03670024871826172,0.03618144989013672,0.03623199462890625,0.03761124610900879,0.0368504524230957,0.04001164436340332,0.03970789909362793,0.03683114051818848
1713724802.0,0.0368802547454834,0.03773140907287598,0.03690743446350098,0.03718757629394531,0.04044485092163086,0.04367995262145996,0.037366628646850586,0.06228280067443848,0.03692984580993652,0.038465261459350586,0.03676772117614746
1713724803.0,0.03675198554992676,0.04102754592895508,0.03722500801086426,0.03718757629394531,0.03662228584289551,0.03665637969970703,0.03809309005737305,0.06228280067443848,0.03697705268859863,0.03682088851928711,0.03692317008972168
1713724804.0,0.037372589111328125,0.04237675666809082,0.03722500801086426,0.03720569610595703,0.06134510040283203,0.03893423080444336,0.03726792335510254,0.03696560859680176,0.06144285202026367,0.03616976737976074,0.04752302169799805
1713724805.0,0.03708672523498535,0.03879594802856445,0.03715038299560547,0.03699374198913574,0.06292867660522461,0.03786611557006836,0.03731513023376465,0.037479400634765625,0.03954362869262695,0.0372769832611084,0.04947257041931152
1713724807.0,0.037142276763916016,0.05997276306152344,0.03745007514953613,0.03686952590942383,0.03843855857849121,0.06051373481750488,0.03805947303771973,0.036679983139038086,0.03793072700500488,0.041910648345947266,0.03685307502746582
1713724808.0,0.03746199607849121,0.0364224910736084,0.03651785850524902,0.038649559020996094,0.03999614715576172,0.05942106246948242,0.04579639434814453,0.03745770454406738,0.04624605178833008,0.04959869384765625,0.03708529472351074
1713724810.0,0.133056640625,0.06179404258728027,0.03731060028076172,0.10875344276428223,0.0379791259765625,0.08386659622192383,0.03806018829345703,0.04608774185180664,0.06167745590209961,0.03706502914428711,0.10831499099731445
1713724811.0,0.037570953369140625,0.03952288627624512,0.036304473876953125,0.04034733772277832,0.0379791259765625,0.040152788162231445,0.03735470771789551,0.03908848762512207,0.0590825080871582,0.03706502914428711,0.036850690841674805
1713724812.0,0.0438232421875,0.036527156829833984,0.03690600395202637,0.036776065826416016,0.03738522529602051,0.04427504539489746,0.0377810001373291,0.04400444030761719,0.037233829498291016,0.037976741790771484,0.038138628005981445
