timestamp,config_tserve_0_arnn.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arnn.json.log,config_tserve_16_arnn.json.log,config_tserve_17_arnn.json.log,config_tserve_18_arnn.json.log,config_tserve_19_arnn.json.log,config_tserve_1_arnn.json.log,config_tserve_20_arnn.json.log,config_tserve_21_arnn.json.log,config_tserve_22_arnn.json.log,config_tserve_23_arnn.json.log,config_tserve_24_arnn.json.log,config_tserve_25_arnn.json.log,config_tserve_2_arnn.json.log,config_tserve_3_arnn.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arnn.json.log
1713756830.0,0.19649243354797363,0.24473953247070312,0.08203339576721191,0.15103745460510254,0.5195512771606445,0.10358977317810059,0.06357240676879883,0.4193246364593506,0.315507173538208,0.3847928047180176,0.3632016181945801,0.47684335708618164,0.29079365730285645,0.03866291046142578,0.49750256538391113,0.5469441413879395,0.17174649238586426,0.12702035903930664,0.5701537132263184,0.33872532844543457,0.43781137466430664,0.40042686462402344,0.26705217361450195,0.45961475372314453,0.5420467853546143,0.22097229957580566
1713756831.0,0.4784836769104004,0.538602352142334,0.5072181224822998,0.4865288734436035,0.5303592681884766,0.5261330604553223,0.4998142719268799,0.5189371109008789,0.5690817832946777,0.5003628730773926,0.5063691139221191,0.5122630596160889,0.5590047836303711,0.5320873260498047,0.528486967086792,0.5128591060638428,0.5358173847198486,0.5061111450195312,0.5226809978485107,0.5523645877838135,0.5309300422668457,0.48232340812683105,0.5541434288024902,0.5345902442932129,0.5058145523071289,0.5121371746063232
1713756832.0,0.057468414306640625,0.04163479804992676,0.06167912483215332,0.05367612838745117,0.03789544105529785,0.06714248657226562,0.03765273094177246,0.036750078201293945,0.04143929481506348,0.03640341758728027,0.038819313049316406,0.03731870651245117,0.04095625877380371,0.0670020580291748,0.07036805152893066,0.5128591060638428,0.05635428428649902,0.05722689628601074,0.045319318771362305,0.03801584243774414,0.03744626045227051,0.03749251365661621,0.044689178466796875,0.04518461227416992,0.04830574989318848,0.04968070983886719
1713756833.0,0.0594019889831543,0.036972999572753906,0.04606485366821289,0.048674583435058594,0.03789544105529785,0.06287574768066406,0.037404537200927734,0.06639218330383301,0.03979182243347168,0.06357192993164062,0.06343889236450195,0.0390625,0.036782026290893555,0.05367159843444824,0.07036805152893066,0.07863378524780273,0.03658270835876465,0.05576014518737793,0.045319318771362305,0.04175710678100586,0.04030346870422363,0.03715777397155762,0.0366976261138916,0.04518461227416992,0.04830574989318848,0.0551152229309082
1713756834.0,0.05962800979614258,0.057147979736328125,0.06264781951904297,0.0629417896270752,0.03667497634887695,0.05977511405944824,0.03782153129577637,0.06639218330383301,0.05559182167053223,0.06357192993164062,0.06343889236450195,0.0390625,0.05627846717834473,0.03932476043701172,0.06016230583190918,0.03685116767883301,0.061415672302246094,0.06359982490539551,0.08494210243225098,0.05574822425842285,0.04030346870422363,0.03715777397155762,0.05931878089904785,0.04123353958129883,0.03648257255554199,0.05703139305114746
1713756836.0,0.03774571418762207,0.1309370994567871,0.06543207168579102,0.17272543907165527,0.10549521446228027,0.11179757118225098,0.03739476203918457,0.05916643142700195,0.0604710578918457,0.03713107109069824,0.08420491218566895,0.1512162685394287,0.10440683364868164,0.13545966148376465,0.061725616455078125,0.03742480278015137,0.08154058456420898,0.0888509750366211,0.037212371826171875,0.13073110580444336,0.08318376541137695,0.10766267776489258,0.05969047546386719,0.12995028495788574,0.037195444107055664,0.1992793083190918
1713756837.0,0.037068843841552734,0.05912899971008301,0.03642725944519043,0.06504034996032715,0.0644388198852539,0.036774396896362305,0.037447214126586914,0.06269574165344238,0.05260014533996582,0.060767412185668945,0.05721020698547363,0.06151986122131348,0.06018829345703125,0.04228973388671875,0.061725616455078125,0.036374568939208984,0.0601191520690918,0.037233829498291016,0.03744792938232422,0.06106138229370117,0.06424236297607422,0.06210589408874512,0.06264615058898926,0.06338071823120117,0.037119150161743164,0.061890602111816406
1713756838.0,0.037084102630615234,0.04478764533996582,0.03746485710144043,0.03658246994018555,0.05939173698425293,0.03615856170654297,0.03827071189880371,0.05732560157775879,0.03593087196350098,0.036928653717041016,0.04129600524902344,0.05714917182922363,0.046327829360961914,0.036093711853027344,0.03736114501953125,0.036374568939208984,0.048230886459350586,0.03678274154663086,0.03744792938232422,0.05735921859741211,0.04764246940612793,0.048807382583618164,0.037448883056640625,0.05731964111328125,0.05860638618469238,0.05157876014709473
1713756839.0,0.03807497024536133,0.036971330642700195,0.03692126274108887,0.03679037094116211,0.05939173698425293,0.03924202919006348,0.03966093063354492,0.03682374954223633,0.03766894340515137,0.03809642791748047,0.036443471908569336,0.05714917182922363,0.03921103477478027,0.036981821060180664,0.04395794868469238,0.037453413009643555,0.03801369667053223,0.04766678810119629,0.03829789161682129,0.038986921310424805,0.04764246940612793,0.039003610610961914,0.039815664291381836,0.05731964111328125,0.05860638618469238,0.03682446479797363
1713756840.0,0.03713417053222656,0.03932332992553711,0.04422783851623535,0.0370783805847168,0.04224085807800293,0.03722190856933594,0.037479400634765625,0.03682374954223633,0.036718130111694336,0.037296295166015625,0.036443471908569336,0.04469704627990723,0.04488539695739746,0.03870201110839844,0.03745317459106445,0.03690624237060547,0.03676629066467285,0.046920061111450195,0.03689932823181152,0.038986921310424805,0.03709077835083008,0.039003610610961914,0.03649091720581055,0.048423051834106445,0.04695320129394531,0.03673958778381348
