timestamp,config_tserve_0_arnn.json.log,config_tserve_10_arnn.json.log,config_tserve_11_arnn.json.log,config_tserve_12_arnn.json.log,config_tserve_13_arnn.json.log,config_tserve_14_arnn.json.log,config_tserve_15_arnn.json.log,config_tserve_16_arnn.json.log,config_tserve_17_arnn.json.log,config_tserve_18_arnn.json.log,config_tserve_19_arnn.json.log,config_tserve_1_arnn.json.log,config_tserve_20_arnn.json.log,config_tserve_21_arnn.json.log,config_tserve_22_arnn.json.log,config_tserve_23_arnn.json.log,config_tserve_24_arnn.json.log,config_tserve_25_arnn.json.log,config_tserve_26_arnn.json.log,config_tserve_27_arnn.json.log,config_tserve_28_arnn.json.log,config_tserve_29_arnn.json.log,config_tserve_2_arnn.json.log,config_tserve_30_arnn.json.log,config_tserve_31_arnn.json.log,config_tserve_32_arnn.json.log,config_tserve_33_arnn.json.log,config_tserve_34_arnn.json.log,config_tserve_35_arnn.json.log,config_tserve_36_arnn.json.log,config_tserve_37_arnn.json.log,config_tserve_38_arnn.json.log,config_tserve_39_arnn.json.log,config_tserve_3_arnn.json.log,config_tserve_40_arnn.json.log,config_tserve_41_arnn.json.log,config_tserve_42_arnn.json.log,config_tserve_43_arnn.json.log,config_tserve_44_arnn.json.log,config_tserve_45_arnn.json.log,config_tserve_4_arnn.json.log,config_tserve_5_arnn.json.log,config_tserve_6_arnn.json.log,config_tserve_7_arnn.json.log,config_tserve_8_arnn.json.log,config_tserve_9_arnn.json.log
1713756951.0,0.26676106452941895,0.7841482162475586,0.6829347610473633,0.719524621963501,0.6098878383636475,0.03890228271484375,0.8069241046905518,0.2420024871826172,0.33736610412597656,0.13095831871032715,0.10809135437011719,0.19594073295593262,0.6351888179779053,0.17161083221435547,0.7599618434906006,0.561171293258667,0.923626184463501,0.0552217960357666,0.5118393898010254,0.3140299320220947,0.07402920722961426,0.36185383796691895,0.458010196685791,0.2180497646331787,0.43430423736572266,0.09259748458862305,0.3848841190338135,0.08275532722473145,0.5854735374450684,0.15440988540649414,0.2891881465911865,0.9487130641937256,0.6594476699829102,0.40631747245788574,0.7383339405059814,0.875943660736084,1.0645616054534912,1.017439603805542,0.9002971649169922,0.7032549381256104,0.536421537399292,0.4866650104522705,0.8528838157653809,1.0415289402008057,0.97098708152771,0.8292872905731201
1713756952.0,1.0330584049224854,0.7841482162475586,0.6829347610473633,0.719524621963501,0.6098878383636475,0.9926681518554688,0.8069241046905518,1.0382850170135498,0.33736610412597656,1.0391173362731934,1.0384588241577148,1.0364782810211182,0.6351888179779053,1.0351910591125488,0.7599618434906006,0.561171293258667,0.923626184463501,1.0470449924468994,0.5118393898010254,0.3140299320220947,1.0445334911346436,0.36185383796691895,0.458010196685791,1.0370385646820068,0.43430423736572266,1.0468788146972656,0.3848841190338135,1.0404350757598877,0.5854735374450684,1.0403804779052734,1.031829833984375,0.9487130641937256,0.6594476699829102,0.40631747245788574,0.7383339405059814,0.875943660736084,1.0645616054534912,1.017439603805542,0.9002971649169922,0.7032549381256104,0.536421537399292,0.4866650104522705,0.8528838157653809,1.0415289402008057,0.97098708152771,0.8292872905731201
1713756954.0,0.06698727607727051,0.09100079536437988,0.08514904975891113,0.08303308486938477,0.06108236312866211,0.03736758232116699,0.08916854858398438,0.0647120475769043,0.06592726707458496,0.04604816436767578,0.04569435119628906,0.057695865631103516,0.060213565826416016,0.03999185562133789,0.08765101432800293,0.04457235336303711,0.08502697944641113,0.0365750789642334,0.069091796875,0.06293606758117676,0.04633617401123047,0.05951523780822754,0.06403160095214844,0.05973482131958008,0.0676279067993164,0.04034137725830078,0.06320905685424805,0.04486227035522461,0.037094831466674805,0.03991889953613281,0.06633663177490234,0.08681964874267578,0.08329010009765625,0.06665849685668945,0.08866333961486816,0.06260919570922852,0.09066128730773926,0.0825960636138916,0.08351993560791016,0.0883491039276123,0.06974315643310547,0.0675508975982666,0.06279850006103516,0.0876457691192627,0.08476519584655762,0.07297945022583008
1713756955.0,0.07609438896179199,0.0884697437286377,0.0820310115814209,0.055504798889160156,0.09281730651855469,0.08623981475830078,0.08841609954833984,0.08162879943847656,0.07349157333374023,0.08309030532836914,0.07999467849731445,0.08138632774353027,0.09367251396179199,0.08334159851074219,0.06472325325012207,0.10563325881958008,0.08502697944641113,0.07961010932922363,0.0831911563873291,0.07213091850280762,0.0859839916229248,0.07413816452026367,0.036634206771850586,0.08146357536315918,0.03614449501037598,0.07925271987915039,0.07104921340942383,0.07539081573486328,0.09368753433227539,0.08325028419494629,0.07273626327514648,0.08681964874267578,0.09050798416137695,0.03638195991516113,0.06898260116577148,0.08823060989379883,0.09066128730773926,0.0825960636138916,0.08351993560791016,0.06475830078125,0.058916330337524414,0.10567975044250488,0.08535575866699219,0.0876457691192627,0.08476519584655762,0.08805131912231445
1713756956.0,0.03609514236450195,0.0884697437286377,0.05523967742919922,0.05709505081176758,0.05934762954711914,0.09276366233825684,0.08841609954833984,0.0406033992767334,0.0396726131439209,0.07706594467163086,0.08547687530517578,0.08004093170166016,0.056325674057006836,0.07624983787536621,0.05547142028808594,0.05831718444824219,0.0942380428314209,0.09226346015930176,0.04925799369812012,0.06353306770324707,0.08612823486328125,0.06575632095336914,0.06195068359375,0.08126974105834961,0.06931829452514648,0.08786630630493164,0.08821320533752441,0.0860743522644043,0.03656363487243652,0.07536721229553223,0.05783414840698242,0.09396815299987793,0.056842803955078125,0.07805156707763672,0.06898260116577148,0.08823060989379883,0.08930253982543945,0.0919334888458252,0.09653592109680176,0.06475830078125,0.057248830795288086,0.036773681640625,0.08535575866699219,0.09273552894592285,0.09514880180358887,0.08805131912231445
1713756957.0,0.11787223815917969,0.058718204498291016,0.05523967742919922,0.05709505081176758,0.05934762954711914,0.05375361442565918,0.05774950981140137,0.12225151062011719,0.11888861656188965,0.03687095642089844,0.06008601188659668,0.1219034194946289,0.056325674057006836,0.09772706031799316,0.05547142028808594,0.05831718444824219,0.05637001991271973,0.05602693557739258,0.1157534122467041,0.11870670318603516,0.05724620819091797,0.1015779972076416,0.11365294456481934,0.12353849411010742,0.11269283294677734,0.037329673767089844,0.09516024589538574,0.08404421806335449,0.03656363487243652,0.10686397552490234,0.11521029472351074,0.06035780906677246,0.056842803955078125,0.09101247787475586,0.06108427047729492,0.057866573333740234,0.054433345794677734,0.059148550033569336,0.05540013313293457,0.05506706237792969,0.1203927993774414,0.036773681640625,0.05853915214538574,0.05759572982788086,0.05602598190307617,0.05957674980163574
1713756958.0,0.03759264945983887,0.11245107650756836,0.11725068092346191,0.11671066284179688,0.12069201469421387,0.09877300262451172,0.11950325965881348,0.03634834289550781,0.04199361801147461,0.04479861259460449,0.04474830627441406,0.03699636459350586,0.1201772689819336,0.036744117736816406,0.11201071739196777,0.12155914306640625,0.11191391944885254,0.08795833587646484,0.1157534122467041,0.04317641258239746,0.06807255744934082,0.039116621017456055,0.11365294456481934,0.04218244552612305,0.11269283294677734,0.07050275802612305,0.09516024589538574,0.0435791015625,0.12104988098144531,0.049161672592163086,0.04268336296081543,0.11051535606384277,0.11603713035583496,0.09101247787475586,0.1154177188873291,0.11067342758178711,0.05313682556152344,0.0769968032836914,0.09705781936645508,0.11990904808044434,0.1203927993774414,0.11808943748474121,0.11288762092590332,0.058470726013183594,0.08573675155639648,0.11603283882141113
1713756960.0,0.28720712661743164,0.0370182991027832,0.2632138729095459,0.26221585273742676,0.27214503288269043,0.15027546882629395,0.10419344902038574,0.2862992286682129,0.29550766944885254,0.1971299648284912,0.22721099853515625,0.28008365631103516,0.27118730545043945,0.28893327713012695,0.2614288330078125,0.27619361877441406,0.03876090049743652,0.1732189655303955,0.2623872756958008,0.2924196720123291,0.2210702896118164,0.2905614376068115,0.28818416595458984,0.278033971786499,0.28932809829711914,0.1502079963684082,0.2882697582244873,0.27399230003356934,0.28881263732910156,0.2503023147583008,0.2875235080718994,0.037107229232788086,0.26273059844970703,0.2883760929107666,0.26433825492858887,0.03677487373352051,0.19711565971374512,0.12769412994384766,0.18618297576904297,0.10024356842041016,0.28356504440307617,0.293104887008667,0.04246330261230469,0.10469198226928711,0.17289137840270996,0.037340641021728516
1713756961.0,0.061156511306762695,0.0370182991027832,0.15010690689086914,0.14623284339904785,0.13480663299560547,0.036985158920288086,0.10419344902038574,0.061347007751464844,0.1533946990966797,0.04347109794616699,0.06451416015625,0.0673830509185791,0.1339578628540039,0.06649994850158691,0.2614288330078125,0.13377881050109863,0.03876090049743652,0.06702375411987305,0.13803839683532715,0.1481785774230957,0.06910490989685059,0.14736342430114746,0.12945556640625,0.0635991096496582,0.14835786819458008,0.04182004928588867,0.14359426498413086,0.0630650520324707,0.132035493850708,0.06136465072631836,0.15517711639404297,0.037107229232788086,0.12623858451843262,0.14818644523620605,0.26433825492858887,0.03677487373352051,0.03734636306762695,0.036994218826293945,0.03679847717285156,0.10024356842041016,0.11863589286804199,0.13683295249938965,0.04246330261230469,0.04058361053466797,0.03704547882080078,0.037340641021728516
1713756962.0,0.1387176513671875,0.11575007438659668,0.15010690689086914,0.14623284339904785,0.13480663299560547,0.14010977745056152,0.09229183197021484,0.13836669921875,0.03731966018676758,0.14645957946777344,0.1430361270904541,0.1389787197113037,0.1339578628540039,0.14045262336730957,0.1446990966796875,0.13377881050109863,0.1363976001739502,0.14069032669067383,0.08768582344055176,0.03657865524291992,0.14084792137145996,0.03866314888000488,0.03664803504943848,0.13526225090026855,0.035924673080444336,0.13933849334716797,0.04063248634338379,0.14006662368774414,0.132035493850708,0.14167070388793945,0.0397334098815918,0.13787388801574707,0.12623858451843262,0.03754901885986328,0.14507341384887695,0.11890769004821777,0.13934779167175293,0.13881134986877441,0.13773608207702637,0.1369478702545166,0.060787200927734375,0.06447052955627441,0.14271092414855957,0.136857271194458,0.13020586967468262,0.1433727741241455
