VDD_GPU_SOC,VDD_CPU_CV,VIN_SYS_5V0,VDDQ_VDD2_1V8AO,total
5154.0,2377.0,4730.0,603.0,12864.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5552.0,2774.0,5132.0,1006.0,14464.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5154.0,2377.0,4830.0,704.0,13065.0
5154.0,2377.0,4830.0,704.0,13065.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5032.0,1006.0,14362.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5032.0,1006.0,14362.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5032.0,1006.0,14362.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,3170.0,5132.0,1006.0,14858.0
5550.0,2774.0,5132.0,1006.0,14462.0
5550.0,2774.0,5132.0,1006.0,14462.0
