VDD_GPU_SOC,VDD_CPU_CV,VIN_SYS_5V0,VDDQ_VDD2_1V8AO,total
5154.0,2774.0,4830.0,704.0,13462.0
5154.0,3566.0,5132.0,1006.0,14858.0
5154.0,3170.0,4931.0,905.0,14160.0
5154.0,3566.0,5032.0,905.0,14657.0
5154.0,3963.0,5132.0,1006.0,15255.0
5154.0,3963.0,5132.0,1006.0,15255.0
5154.0,3566.0,5032.0,1006.0,14758.0
5154.0,3170.0,4931.0,905.0,14160.0
5154.0,3170.0,4931.0,905.0,14160.0
5154.0,3170.0,5032.0,905.0,14261.0
5154.0,3566.0,5032.0,1006.0,14758.0
5154.0,3170.0,5032.0,1006.0,14362.0
5156.0,3171.0,4931.0,905.0,14163.0
4757.0,1981.0,4528.0,503.0,11769.0
5156.0,3568.0,5032.0,905.0,14661.0
5550.0,3963.0,5032.0,1006.0,15551.0
5154.0,3170.0,5032.0,905.0,14261.0
5154.0,3170.0,4931.0,805.0,14060.0
4759.0,3171.0,4931.0,805.0,13666.0
5154.0,3566.0,4931.0,905.0,14556.0
5154.0,3566.0,5032.0,905.0,14657.0
5154.0,3170.0,5032.0,905.0,14261.0
5154.0,3170.0,5032.0,905.0,14261.0
5156.0,3171.0,4931.0,905.0,14163.0
5154.0,3170.0,5032.0,905.0,14261.0
5154.0,3170.0,5032.0,905.0,14261.0
5154.0,3170.0,5032.0,905.0,14261.0
5156.0,3170.0,4931.0,805.0,14062.0
5154.0,3566.0,5032.0,905.0,14657.0
